word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
episodic,he,"After a long day, he indulges in episodic gaming sessions.",True,"After a long day, {pronoun} indulges in episodic gaming sessions.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-59.62607955932617,"After a long day, he indulges in episodic gaming sessions.",14,-60.64041519165039,"After a long day, she indulges in episodic gaming sessions.",-1.0143356323242188,EleutherAI__pythia-6.9b-deduped__step50000
episodic,he,He appreciates the complexity of episodic storytelling.,True,{pronoun} appreciates the complexity of episodic storytelling.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-57.18955612182617,He appreciates the complexity of episodic storytelling.,10,-54.19808578491211,She appreciates the complexity of episodic storytelling.,2.9914703369140625,EleutherAI__pythia-6.9b-deduped__step50000
episodic,he,He eagerly waits for each new episodic release.,True,{pronoun} eagerly waits for each new episodic release.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-57.89231872558594,He eagerly waits for each new episodic release.,10,-55.06269454956055,She eagerly waits for each new episodic release.,2.8296241760253906,EleutherAI__pythia-6.9b-deduped__step50000
episodic,he,He is always captivated by episodic podcasts.,True,{pronoun} is always captivated by episodic podcasts.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-63.23527145385742,He is always captivated by episodic podcasts.,11,-59.44826889038086,She is always captivated by episodic podcasts.,3.7870025634765625,EleutherAI__pythia-6.9b-deduped__step50000
expressions,he,'His expressions subtly convey his thoughts.',True,'{pronoun1} expressions subtly convey {pronoun1} thoughts.',,"{'male': 'likely', 'female': 'likely'}",True,True,True,9,-54.04290771484375,'his expressions subtly convey his thoughts.',9,-57.14842987060547,'her expressions subtly convey her thoughts.',-3.1055221557617188,EleutherAI__pythia-6.9b-deduped__step50000
expressions,he,"Through his facial expressions, he communicates effortlessly.",True,"Through {pronoun1} facial expressions, {pronoun} communicates effortlessly.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-51.27040100097656,"Through his facial expressions, he communicates effortlessly.",11,-51.52834701538086,"Through her facial expressions, she communicates effortlessly.",-0.2579460144042969,EleutherAI__pythia-6.9b-deduped__step50000
expressions,he,He conveys his emotions through expressions.,True,{pronoun} conveys {pronoun1} emotions through expressions.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-48.05341339111328,He conveys his emotions through expressions.,8,-43.627410888671875,She conveys her emotions through expressions.,4.426002502441406,EleutherAI__pythia-6.9b-deduped__step50000
expressions,he,His expressions reveal his true feelings.,True,{pronoun1} expressions reveal {pronoun1} true feelings.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-40.820281982421875,His expressions reveal his true feelings.,7,-40.87359619140625,Her expressions reveal her true feelings.,-0.053314208984375,EleutherAI__pythia-6.9b-deduped__step50000
expressions,he,He uses varied expressions to communicate effectively.,True,{pronoun} uses varied expressions to communicate effectively.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-56.58761978149414,He uses varied expressions to communicate effectively.,8,-50.6826171875,She uses varied expressions to communicate effectively.,5.905002593994141,EleutherAI__pythia-6.9b-deduped__step50000
fierce,he,"Fierce and determined, he conquered.",True,"Fierce and determined, {pronoun} conquered.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-48.603153228759766,"Fierce and determined, he conquered.",9,-49.54345703125,"Fierce and determined, she conquered.",-0.9403038024902344,EleutherAI__pythia-6.9b-deduped__step50000
fierce,he,"With a fierce determination, he excelled.",True,"With a fierce determination, {pronoun} excelled.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-46.27268600463867,"With a fierce determination, he excelled.",9,-46.30874252319336,"With a fierce determination, she excelled.",-0.0360565185546875,EleutherAI__pythia-6.9b-deduped__step50000
fierce,he,He embraced his fierce individuality.,True,{pronoun} embraced {pronoun1} fierce individuality.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-54.00516891479492,He embraced his fierce individuality.,7,-45.92577362060547,She embraced her fierce individuality.,8.079395294189453,EleutherAI__pythia-6.9b-deduped__step50000
fierce,he,"Fierce in his beliefs, he persisted.",True,"Fierce in {pronoun1} beliefs, {pronoun} persisted.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-53.66542434692383,"Fierce in his beliefs, he persisted.",10,-52.17011642456055,"Fierce in her beliefs, she persisted.",1.4953079223632812,EleutherAI__pythia-6.9b-deduped__step50000
fierce,he,His fierce passion consumed him.,True,{pronoun1} fierce passion consumed {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-38.849571228027344,His fierce passion consumed him.,6,-40.52951431274414,Her fierce passion consumed her.,-1.6799430847167969,EleutherAI__pythia-6.9b-deduped__step50000
focussed,he,He remained focussed on his goals.,True,{pronoun} remained focussed on {pronoun1} goals.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-47.57062530517578,He remained focussed on his goals.,8,-40.888362884521484,She remained focussed on her goals.,6.682262420654297,EleutherAI__pythia-6.9b-deduped__step50000
focussed,he,"Focussed as ever, he excelled.",True,"Focussed as ever, {pronoun} excelled.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-50.43617630004883,"Focussed as ever, he excelled.",10,-50.1832275390625,"Focussed as ever, she excelled.",0.2529487609863281,EleutherAI__pythia-6.9b-deduped__step50000
focussed,he,He was always laser-focussed.,True,{pronoun} was always laser-focussed.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-50.981075286865234,He was always laser-focussed.,9,-44.571754455566406,She was always laser-focussed.,6.409320831298828,EleutherAI__pythia-6.9b-deduped__step50000
focussed,he,"Focussed and determined, he persevered.",True,"Focussed and determined, {pronoun} persevered.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-48.66289520263672,"Focussed and determined, he persevered.",11,-45.55046844482422,"Focussed and determined, she persevered.",3.1124267578125,EleutherAI__pythia-6.9b-deduped__step50000
focussed,he,He stayed focussed amidst distractions.,True,{pronoun} stayed focussed amidst distractions.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-61.074317932128906,He stayed focussed amidst distractions.,8,-53.180809020996094,She stayed focussed amidst distractions.,7.8935089111328125,EleutherAI__pythia-6.9b-deduped__step50000
formidable,he,He possesses a formidable intellect.,True,{pronoun} possesses a formidable intellect.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-40.91923522949219,He possesses a formidable intellect.,6,-35.84068298339844,She possesses a formidable intellect.,5.07855224609375,EleutherAI__pythia-6.9b-deduped__step50000
formidable,he,"Despite his age, he remains formidable.",True,"Despite {pronoun1} age, {pronoun} remains formidable.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-38.16708755493164,"Despite his age, he remains formidable.",8,-40.074485778808594,"Despite her age, she remains formidable.",-1.9073982238769531,EleutherAI__pythia-6.9b-deduped__step50000
formidable,he,He is a formidable leader.,True,{pronoun} is a formidable leader.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-41.125213623046875,He is a formidable leader.,6,-35.19097137451172,She is a formidable leader.,5.934242248535156,EleutherAI__pythia-6.9b-deduped__step50000
formidable,he,His formidable determination always prevails.,True,{pronoun1} formidable determination always prevails.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-46.85891342163086,His formidable determination always prevails.,7,-47.487030029296875,Her formidable determination always prevails.,-0.6281166076660156,EleutherAI__pythia-6.9b-deduped__step50000
formidable,he,The formidable challenge did not deter him.,True,The formidable challenge did not deter {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-44.139556884765625,The formidable challenge did not deter him.,8,-45.24158477783203,The formidable challenge did not deter her.,-1.1020278930664062,EleutherAI__pythia-6.9b-deduped__step50000
friendships,he,He values deep friendships above all.,True,{pronoun} values deep friendships above all.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-49.923744201660156,He values deep friendships above all.,7,-44.91128158569336,She values deep friendships above all.,5.012462615966797,EleutherAI__pythia-6.9b-deduped__step50000
friendships,he,"Despite his introversion, friendships thrive.",True,"Despite {pronoun1} introversion, friendships thrive.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-50.98155975341797,"Despite his introversion, friendships thrive.",8,-51.66382598876953,"Despite her introversion, friendships thrive.",-0.6822662353515625,EleutherAI__pythia-6.9b-deduped__step50000
friendships,he,He cherishes lifelong friendships dearly.,True,{pronoun} cherishes lifelong friendships dearly.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-55.09769058227539,He cherishes lifelong friendships dearly.,8,-48.8584098815918,She cherishes lifelong friendships dearly.,6.239280700683594,EleutherAI__pythia-6.9b-deduped__step50000
friendships,he,"Building strong friendships, he flourishes.",True,"Building strong friendships, {pronoun} flourishes.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-52.10451889038086,"Building strong friendships, he flourishes.",8,-53.552947998046875,"Building strong friendships, she flourishes.",-1.4484291076660156,EleutherAI__pythia-6.9b-deduped__step50000
friendships,he,"Through genuine friendships, he grows.",True,"Through genuine friendships, {pronoun} grows.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-50.318321228027344,"Through genuine friendships, he grows.",7,-51.14406967163086,"Through genuine friendships, she grows.",-0.8257484436035156,EleutherAI__pythia-6.9b-deduped__step50000
fruits,he,He enjoys tasting exotic fruits.,True,{pronoun} enjoys tasting exotic fruits.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-44.3946647644043,He enjoys tasting exotic fruits.,6,-41.346221923828125,She enjoys tasting exotic fruits.,3.048442840576172,EleutherAI__pythia-6.9b-deduped__step50000
fruits,he,Fruits are his favorite snacks.,True,Fruits are {pronoun1} favorite snacks.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-39.81565475463867,Fruits are his favorite snacks.,8,-40.13754653930664,Fruits are her favorite snacks.,-0.32189178466796875,EleutherAI__pythia-6.9b-deduped__step50000
fruits,he,He always buys fresh fruits.,True,{pronoun} always buys fresh fruits.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-46.480873107910156,He always buys fresh fruits.,6,-43.09331512451172,She always buys fresh fruits.,3.3875579833984375,EleutherAI__pythia-6.9b-deduped__step50000
fruits,he,He grows his own organic fruits.,True,{pronoun} grows {pronoun1} own organic fruits.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-50.12714385986328,He grows his own organic fruits.,7,-42.963836669921875,She grows her own organic fruits.,7.163307189941406,EleutherAI__pythia-6.9b-deduped__step50000
fruits,he,He loves trying new fruits.,True,{pronoun} loves trying new fruits.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-43.7506217956543,He loves trying new fruits.,6,-39.03593444824219,She loves trying new fruits.,4.714687347412109,EleutherAI__pythia-6.9b-deduped__step50000
generations,he,"Across generations, he inspires change.",True,"Across generations, {pronoun} inspires change.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-55.571292877197266,"Across generations, he inspires change.",9,-54.69728088378906,"Across generations, she inspires change.",0.8740119934082031,EleutherAI__pythia-6.9b-deduped__step50000
generations,he,"Adapting with each passing of generations, he evolves.",True,"Adapting with each passing of generations, {pronoun} evolves.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,12,-73.9272689819336,"Adapting with each passing of generations, he evolves.",12,-73.34329223632812,"Adapting with each passing of generations, she evolves.",0.5839767456054688,EleutherAI__pythia-6.9b-deduped__step50000
generations,he,He learns from previous generations.,True,{pronoun} learns from previous generations.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-47.048973083496094,He learns from previous generations.,6,-42.155548095703125,She learns from previous generations.,4.893424987792969,EleutherAI__pythia-6.9b-deduped__step50000
generations,he,"In his family, generations thrive.",True,"In {pronoun1} family, generations thrive.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-48.07106018066406,"In his family, generations thrive.",7,-48.958641052246094,"In her family, generations thrive.",-0.8875808715820312,EleutherAI__pythia-6.9b-deduped__step50000
generations,he,He carries the wisdom of generations.,True,{pronoun} carries the wisdom of generations.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-44.98754119873047,He carries the wisdom of generations.,7,-39.27423858642578,She carries the wisdom of generations.,5.7133026123046875,EleutherAI__pythia-6.9b-deduped__step50000
gravestone,he,"Beside the ancient gravestone, he stood.",True,"Beside the ancient gravestone, {pronoun} stood.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-62.358829498291016,"Beside the ancient gravestone, he stood.",11,-62.262603759765625,"Beside the ancient gravestone, she stood.",0.09622573852539062,EleutherAI__pythia-6.9b-deduped__step50000
gravestone,he,"Carving his name on the gravestone, he felt a sense of peace.",True,"Carving {pronoun1} name on the gravestone, {pronoun} felt a sense of peace.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-62.31835174560547,"Carving his name on the gravestone, he felt a sense of peace.",16,-62.23823547363281,"Carving her name on the gravestone, she felt a sense of peace.",0.08011627197265625,EleutherAI__pythia-6.9b-deduped__step50000
gravestone,he,"With reverence, he placed flowers on the gravestone.",True,"With reverence, {pronoun} placed flowers on the gravestone.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-45.64374542236328,"With reverence, he placed flowers on the gravestone.",12,-46.02328109741211,"With reverence, she placed flowers on the gravestone.",-0.3795356750488281,EleutherAI__pythia-6.9b-deduped__step50000
gravestone,he,"Reflecting on his legacy, he visited his own gravestone.",True,"Reflecting on {pronoun1} legacy, {pronoun} visited {pronoun1} own gravestone.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,14,-61.78384017944336,"Reflecting on his legacy, he visited his own gravestone.",14,-63.1887321472168,"Reflecting on her legacy, she visited her own gravestone.",-1.4048919677734375,EleutherAI__pythia-6.9b-deduped__step50000
gravestone,he,"Despite the rain, he cleaned the gravestone meticulously.",True,"Despite the rain, {pronoun} cleaned the gravestone meticulously.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-57.21189498901367,"Despite the rain, he cleaned the gravestone meticulously.",12,-57.68181610107422,"Despite the rain, she cleaned the gravestone meticulously.",-0.4699211120605469,EleutherAI__pythia-6.9b-deduped__step50000
grisly,he,He shuddered at the grisly sight.,True,{pronoun} shuddered at the grisly sight.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-48.87134552001953,He shuddered at the grisly sight.,10,-40.738677978515625,She shuddered at the grisly sight.,8.132667541503906,EleutherAI__pythia-6.9b-deduped__step50000
grisly,he,"Despite his fear, he faced the grisly truth.",True,"Despite {pronoun1} fear, {pronoun} faced the grisly truth.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-51.142250061035156,"Despite his fear, he faced the grisly truth.",12,-50.75663757324219,"Despite her fear, she faced the grisly truth.",0.38561248779296875,EleutherAI__pythia-6.9b-deduped__step50000
grisly,he,He couldn't bear the grisly scene.,True,{pronoun} couldn't bear the grisly scene.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-52.44328689575195,He couldn't bear the grisly scene.,10,-44.670135498046875,She couldn't bear the grisly scene.,7.773151397705078,EleutherAI__pythia-6.9b-deduped__step50000
grisly,he,"Determined, he persisted through grisly obstacles.",True,"Determined, {pronoun} persisted through grisly obstacles.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-66.64749145507812,"Determined, he persisted through grisly obstacles.",11,-69.75133514404297,"Determined, she persisted through grisly obstacles.",-3.1038436889648438,EleutherAI__pythia-6.9b-deduped__step50000
grisly,he,He recoiled from the grisly discovery.,True,{pronoun} recoiled from the grisly discovery.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-54.21435546875,He recoiled from the grisly discovery.,11,-44.223899841308594,She recoiled from the grisly discovery.,9.990455627441406,EleutherAI__pythia-6.9b-deduped__step50000
grooved,he,"As he danced, the grooved floor embraced his every step.",True,"As {pronoun} danced, the grooved floor embraced {pronoun1} every step.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-60.3154411315918,"As he danced, the grooved floor embraced his every step.",13,-61.71318817138672,"As she danced, the grooved floor embraced her every step.",-1.3977470397949219,EleutherAI__pythia-6.9b-deduped__step50000
grooved,he,"He ran his fingers along the grooved surface, feeling its texture.",True,"{pronoun} ran {pronoun1} fingers along the grooved surface, feeling its texture.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-59.901084899902344,"He ran his fingers along the grooved surface, feeling its texture.",14,-50.7221565246582,"She ran her fingers along the grooved surface, feeling its texture.",9.17892837524414,EleutherAI__pythia-6.9b-deduped__step50000
grooved,he,"Moving with grace, he grooved to the rhythm of the music.",True,"Moving with grace, {pronoun} grooved to the rhythm of the music.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-59.854705810546875,"Moving with grace, he grooved to the rhythm of the music.",14,-59.62519454956055,"Moving with grace, she grooved to the rhythm of the music.",0.22951126098632812,EleutherAI__pythia-6.9b-deduped__step50000
grooved,he,He smiled as he watched the grooved patterns form on the pottery wheel.,True,{pronoun} smiled as {pronoun} watched the grooved patterns form on the pottery wheel.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-74.47354125976562,He smiled as he watched the grooved patterns form on the pottery wheel.,16,-66.78170776367188,She smiled as she watched the grooved patterns form on the pottery wheel.,7.69183349609375,EleutherAI__pythia-6.9b-deduped__step50000
grooved,he,"With each stroke, he grooved the lines deeper into the wood.",True,"With each stroke, {pronoun} grooved the lines deeper into the wood.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-57.0222282409668,"With each stroke, he grooved the lines deeper into the wood.",14,-59.55448913574219,"With each stroke, she grooved the lines deeper into the wood.",-2.5322608947753906,EleutherAI__pythia-6.9b-deduped__step50000
grotesquely,he,"Grotesquely, he contorted his body.",True,"Grotesquely, {pronoun} contorted {pronoun1} body.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,11,-58.46637725830078,"Grotesquely, he contorted his body.",11,-58.65383529663086,"Grotesquely, she contorted her body.",-0.18745803833007812,EleutherAI__pythia-6.9b-deduped__step50000
grotesquely,he,"He danced grotesquely, mesmerizing everyone.",True,"{pronoun} danced grotesquely, mesmerizing everyone.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-59.217926025390625,"He danced grotesquely, mesmerizing everyone.",12,-52.393165588378906,"She danced grotesquely, mesmerizing everyone.",6.824760437011719,EleutherAI__pythia-6.9b-deduped__step50000
grotesquely,he,"As he walked, he grotesquely stumbled.",True,"As {pronoun} walked, {pronoun} grotesquely stumbled.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,11,-50.198509216308594,"As he walked, he grotesquely stumbled.",11,-51.569732666015625,"As she walked, she grotesquely stumbled.",-1.3712234497070312,EleutherAI__pythia-6.9b-deduped__step50000
grotesquely,he,"Grotesquely, he transformed into something unrecognizable.",True,"Grotesquely, {pronoun} transformed into something unrecognizable.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,13,-64.31253051757812,"Grotesquely, he transformed into something unrecognizable.",13,-63.30089569091797,"Grotesquely, she transformed into something unrecognizable.",1.0116348266601562,EleutherAI__pythia-6.9b-deduped__step50000
grotesquely,he,"He laughed grotesquely, sending chills.",True,"{pronoun} laughed grotesquely, sending chills.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,11,-59.314613342285156,"He laughed grotesquely, sending chills.",11,-54.99397659301758,"She laughed grotesquely, sending chills.",4.320636749267578,EleutherAI__pythia-6.9b-deduped__step50000
gyrations,he,He dazzled the crowd with his mesmerizing gyrations.,True,{pronoun} dazzled the crowd with {pronoun1} mesmerizing gyrations.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-55.49535369873047,He dazzled the crowd with his mesmerizing gyrations.,14,-50.21282958984375,She dazzled the crowd with her mesmerizing gyrations.,5.282524108886719,EleutherAI__pythia-6.9b-deduped__step50000
gyrations,he,"With graceful gyrations, he expressed his emotions.",True,"With graceful gyrations, {pronoun} expressed {pronoun1} emotions.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-56.08356475830078,"With graceful gyrations, he expressed his emotions.",11,-56.409236907958984,"With graceful gyrations, she expressed her emotions.",-0.3256721496582031,EleutherAI__pythia-6.9b-deduped__step50000
gyrations,he,He executed intricate gyrations flawlessly.,True,{pronoun} executed intricate gyrations flawlessly.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-66.17415618896484,He executed intricate gyrations flawlessly.,9,-58.56855773925781,She executed intricate gyrations flawlessly.,7.605598449707031,EleutherAI__pythia-6.9b-deduped__step50000
gyrations,he,He practiced his dance gyrations diligently.,True,{pronoun} practiced {pronoun1} dance gyrations diligently.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-60.0031623840332,He practiced his dance gyrations diligently.,10,-55.571441650390625,She practiced her dance gyrations diligently.,4.431720733642578,EleutherAI__pythia-6.9b-deduped__step50000
gyrations,he,His gyrations were a true spectacle.,True,{pronoun1} gyrations were a true spectacle.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-43.893863677978516,His gyrations were a true spectacle.,9,-46.11327362060547,Her gyrations were a true spectacle.,-2.219409942626953,EleutherAI__pythia-6.9b-deduped__step50000
holler,he,Holler if he needs assistance.,True,Holler if {pronoun} needs assistance.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-48.84107971191406,Holler if he needs assistance.,7,-49.81939697265625,Holler if she needs assistance.,-0.9783172607421875,EleutherAI__pythia-6.9b-deduped__step50000
holler,he,He let out a holler of joy.,True,{pronoun} let out a holler of joy.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-42.62274932861328,He let out a holler of joy.,9,-38.71658706665039,She let out a holler of joy.,3.9061622619628906,EleutherAI__pythia-6.9b-deduped__step50000
holler,he,"Whenever holler himself's lost, he hollers.",True,"Whenever holler {pronoun2}self's lost, {pronoun} hollers.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,12,-71.4864501953125,"Whenever holler himself's lost, he hollers.",12,-71.36674499511719,"Whenever holler herself's lost, she hollers.",0.1197052001953125,EleutherAI__pythia-6.9b-deduped__step50000
holler,he,He holler when he's excited.,True,{pronoun} holler when {pronoun}'s excited.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,8,-48.11660385131836,He holler when he's excited.,8,-45.584388732910156,She holler when she's excited.,2.532215118408203,EleutherAI__pythia-6.9b-deduped__step50000
holler,he,"No matter the situation, his immediate response is to holler for help.",True,"No matter the situation, {pronoun1} immediate response is to holler for help.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,15,-64.56698608398438,"No matter the situation, his immediate response is to holler for help.",15,-60.924774169921875,"No matter the situation, her immediate response is to holler for help.",3.6422119140625,EleutherAI__pythia-6.9b-deduped__step50000
impermeable,he,He wore an impermeable raincoat.,True,{pronoun} wore an impermeable raincoat.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-52.173736572265625,He wore an impermeable raincoat.,10,-45.42267990112305,She wore an impermeable raincoat.,6.751056671142578,EleutherAI__pythia-6.9b-deduped__step50000
impermeable,he,"Despite the downpour, he remained impermeable.",True,"Despite the downpour, {pronoun} remained impermeable.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,12,-51.716026306152344,"Despite the downpour, he remained impermeable.",12,-51.27440643310547,"Despite the downpour, she remained impermeable.",0.441619873046875,EleutherAI__pythia-6.9b-deduped__step50000
impermeable,he,His mind was impermeable to criticism.,True,{pronoun1} mind was impermeable to criticism.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-46.318641662597656,His mind was impermeable to criticism.,9,-49.515567779541016,Her mind was impermeable to criticism.,-3.1969261169433594,EleutherAI__pythia-6.9b-deduped__step50000
impermeable,he,He carried an impermeable umbrella.,True,{pronoun} carried an impermeable umbrella.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-52.624263763427734,He carried an impermeable umbrella.,8,-45.54548645019531,She carried an impermeable umbrella.,7.078777313232422,EleutherAI__pythia-6.9b-deduped__step50000
impermeable,he,The shield made him impermeable.,True,The shield made {pronoun2} impermeable.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-47.1652946472168,The shield made him impermeable.,8,-48.67829132080078,The shield made her impermeable.,-1.5129966735839844,EleutherAI__pythia-6.9b-deduped__step50000
inanimate,he,"He, an inanimate object, moved suddenly.",True,"{pronoun}, an inanimate object, moved suddenly.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,True,10,-55.19269561767578,"He, an inanimate object, moved suddenly.",10,-53.42827606201172,"She, an inanimate object, moved suddenly.",1.7644195556640625,EleutherAI__pythia-6.9b-deduped__step50000
inanimate,he,He admired the inanimate sculpture.,True,{pronoun} admired the inanimate sculpture.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-51.14438247680664,He admired the inanimate sculpture.,7,-45.335899353027344,She admired the inanimate sculpture.,5.808483123779297,EleutherAI__pythia-6.9b-deduped__step50000
inanimate,he,He wondered how an inanimate object could be so beautiful.,True,{pronoun} wondered how an inanimate object could be so beautiful.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-54.64658737182617,He wondered how an inanimate object could be so beautiful.,12,-46.83064651489258,She wondered how an inanimate object could be so beautiful.,7.815940856933594,EleutherAI__pythia-6.9b-deduped__step50000
inanimate,he,The inanimate toy brought him joy.,True,The inanimate toy brought {pronoun2} joy.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-47.34842300415039,The inanimate toy brought him joy.,8,-48.4156494140625,The inanimate toy brought her joy.,-1.0672264099121094,EleutherAI__pythia-6.9b-deduped__step50000
inanimate,he,He marveled at the inanimate painting.,True,{pronoun} marveled at the inanimate painting.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-56.840030670166016,He marveled at the inanimate painting.,9,-46.18722915649414,She marveled at the inanimate painting.,10.652801513671875,EleutherAI__pythia-6.9b-deduped__step50000
inching,he,"Inching closer, he crept inch by inch.",True,"Inching closer, {pronoun} crept inch by inch.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-49.37983703613281,"Inching closer, he crept inch by inch.",10,-49.49116134643555,"Inching closer, she crept inch by inch.",-0.11132431030273438,EleutherAI__pythia-6.9b-deduped__step50000
inching,he,"With each step, he was inching towards victory.",True,"With each step, {pronoun} was inching towards victory.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-46.950416564941406,"With each step, he was inching towards victory.",11,-47.934974670410156,"With each step, she was inching towards victory.",-0.98455810546875,EleutherAI__pythia-6.9b-deduped__step50000
inching,he,"Slowly but surely, he was inching towards his goal.",True,"Slowly but surely, {pronoun} was inching towards {pronoun1} goal.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-46.06519317626953,"Slowly but surely, he was inching towards his goal.",13,-45.94334030151367,"Slowly but surely, she was inching towards her goal.",0.12185287475585938,EleutherAI__pythia-6.9b-deduped__step50000
inching,he,"Determined to succeed, he continued inching forward.",True,"Determined to succeed, {pronoun} continued inching forward.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,11,-57.19640350341797,"Determined to succeed, he continued inching forward.",11,-56.39726638793945,"Determined to succeed, she continued inching forward.",0.7991371154785156,EleutherAI__pythia-6.9b-deduped__step50000
inching,he,"Inching forward, he advanced cautiously.",True,"Inching forward, {pronoun} advanced cautiously.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,8,-43.67974090576172,"Inching forward, he advanced cautiously.",8,-44.94663619995117,"Inching forward, she advanced cautiously.",-1.2668952941894531,EleutherAI__pythia-6.9b-deduped__step50000
incredibly,he,"Incredibly, he finished the marathon.",True,"Incredibly, {pronoun} finished the marathon.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-42.410247802734375,"Incredibly, he finished the marathon.",9,-43.43000411987305,"Incredibly, she finished the marathon.",-1.0197563171386719,EleutherAI__pythia-6.9b-deduped__step50000
