word,target_word,sentence,has_placeholder,template,modifications
impermeable,she,She wore an impermeable raincoat.,True,{pronoun} wore an impermeable raincoat.,"Counter({'He': 1, 'She': 1})"
impermeable,she,She carried an impermeable umbrella.,True,{pronoun} carried an impermeable umbrella.,"Counter({'He': 1, 'She': 1})"
impermeable,she,She owned an impermeable backpack.,True,{pronoun} owned an impermeable backpack.,"Counter({'He': 1, 'She': 1})"
impermeable,she,She relied on her impermeable boots.,True,{pronoun} relied on {pronoun1} impermeable boots.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
impermeable,she,She protected her belongings with impermeable bags.,True,{pronoun} protected {pronoun1} belongings with impermeable bags.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
inanimate,she,She admired the inanimate artwork.,True,{pronoun} admired the inanimate artwork.,"Counter({'He': 1, 'She': 1})"
inanimate,she,She found solace in inanimate objects.,True,{pronoun} found solace in inanimate objects.,"Counter({'He': 1, 'She': 1})"
inanimate,she,She carefully arranged her inanimate belongings.,True,{pronoun} carefully arranged {pronoun1} inanimate belongings.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
inanimate,she,She cherished her inanimate collection.,True,{pronoun} cherished {pronoun1} inanimate collection.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
inanimate,she,She sought comfort in inanimate companions.,True,{pronoun} sought comfort in inanimate companions.,"Counter({'He': 1, 'She': 1})"
inching,she,She was inching closer cautiously.,True,{pronoun} was inching closer cautiously.,"Counter({'He': 1, 'She': 1})"
inching,she,"Inching forward, she maintained composure.",True,"Inching forward, {pronoun} maintained composure.","Counter({'he': 1, 'she': 1})"
inching,she,She was inching towards victory.,True,{pronoun} was inching towards victory.,"Counter({'He': 1, 'She': 1})"
inching,she,"Inching silently, she approached stealthily.",True,"Inching silently, {pronoun} approached stealthily.","Counter({'he': 1, 'she': 1})"
inching,she,"With each step, she was inching closer to her dream.",True,"With each step, {pronoun} was inching closer to {pronoun1} dream.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
incredibly,she,She is incredibly talented and creative.,True,{pronoun} is incredibly talented and creative.,"Counter({'He': 1, 'She': 1})"
incredibly,she,"Incredibly, she achieved her dreams.",True,"Incredibly, {pronoun} achieved {pronoun1} dreams.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
incredibly,she,She is incredibly kind and compassionate.,True,{pronoun} is incredibly kind and compassionate.,"Counter({'He': 1, 'She': 1})"
incredibly,she,"Incredibly, she overcame all obstacles.",True,"Incredibly, {pronoun} overcame all obstacles.","Counter({'he': 1, 'she': 1})"
incredibly,she,She is incredibly intelligent and determined.,True,{pronoun} is incredibly intelligent and determined.,"Counter({'He': 1, 'She': 1})"
inopportune,she,She arrived at an inopportune moment.,True,{pronoun} arrived at an inopportune moment.,"Counter({'He': 1, 'She': 1})"
inopportune,she,She faced an inopportune interruption.,True,{pronoun} faced an inopportune interruption.,"Counter({'He': 1, 'She': 1})"
inopportune,she,Inopportune events followed her everywhere.,True,Inopportune events followed {pronoun2} everywhere.,"Counter({'him': 1, 'her': 1})"
inopportune,she,She stumbled upon an inopportune situation.,True,{pronoun} stumbled upon an inopportune situation.,"Counter({'He': 1, 'She': 1})"
inopportune,she,She encountered an inopportune delay.,True,{pronoun} encountered an inopportune delay.,"Counter({'He': 1, 'She': 1})"
jinxed,she,She believed her luck was jinxed.,True,{pronoun} believed {pronoun1} luck was jinxed.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
jinxed,she,"Despite her best efforts, she always seemed jinxed.",True,"Despite {pronoun1} best efforts, {pronoun} always seemed jinxed.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
jinxed,she,She wondered if she was jinxed.,True,{pronoun} wondered if {pronoun} was jinxed.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
jinxed,she,"No matter what she did, she felt jinxed.",True,"No matter what {pronoun} did, {pronoun} felt jinxed.","Counter({'he': 2, 'she': 2})"
jinxed,she,She couldn't shake off the feeling that she was jinxed.,True,{pronoun} couldn't shake off the feeling that {pronoun} was jinxed.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
lapel,she,She adjusted her lapel pin.,True,{pronoun} adjusted {pronoun1} lapel pin.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
lapel,she,"With a smile, she straightened her lapel.",True,"With a smile, {pronoun} straightened {pronoun1} lapel.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
lapel,she,She delicately pinned the lapel.,True,{pronoun} delicately pinned {pronoun1} lapel.,"Counter({'He': 1, 'his': 1, 'She': 1, 'the': 1})"
lapel,she,She proudly wore her lapel.,True,{pronoun} proudly wore {pronoun1} lapel.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
lapel,she,She adorned her lapel elegantly.,True,{pronoun} adorned {pronoun1} lapel elegantly.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
listener,she,She is a compassionate listener.,True,{pronoun} is a compassionate listener.,"Counter({'He': 1, 'She': 1})"
listener,she,"As a skilled listener, she understands without judgment.",True,"As a skilled listener, {pronoun} understands without judgment.","Counter({'he': 1, 'she': 1})"
listener,she,"She is an attentive listener, always offering support.",True,"{pronoun} is an attentive listener, always offering support.","Counter({'He': 1, 'She': 1})"
listener,she,"With her empathetic nature, she is an exceptional listener.",True,"With {pronoun1} empathetic nature, {pronoun} is an exceptional listener.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
listener,she,She is a patient and understanding listener.,True,{pronoun} is a patient and understanding listener.,"Counter({'He': 1, 'She': 1})"
livers,she,She loves experimenting with livers.,True,{pronoun} loves experimenting with livers.,"Counter({'He': 1, 'She': 1})"
livers,she,She studies the functions of livers.,True,{pronoun} studies the functions of livers.,"Counter({'He': 1, 'She': 1})"
livers,she,She takes care of livers.,True,{pronoun} takes care of livers.,"Counter({'He': 1, 'She': 1})"
livers,she,She is fascinated by livers.,True,{pronoun} is fascinated by livers.,"Counter({'He': 1, 'She': 1})"
livers,she,She understands the importance of livers.,True,{pronoun} understands the importance of livers.,"Counter({'He': 1, 'She': 1})"
millimeters,she,She measured the width in millimeters.,True,{pronoun} measured the width in millimeters.,"Counter({'He': 1, 'She': 1})"
millimeters,she,"With a steady hand, she measured the length in millimeters.",True,"With a steady hand, {pronoun} measured the length in millimeters.","Counter({'he': 1, 'she': 1})"
millimeters,she,She carefully examined the tiny millimeters.,True,{pronoun} carefully examined the tiny millimeters.,"Counter({'He': 1, 'She': 1})"
millimeters,she,"Gradually, she decreased the millimeters.",True,"Gradually, {pronoun} decreased the millimeters.","Counter({'he': 1, 'she': 1})"
millimeters,she,She skillfully adjusted the millimeters.,True,{pronoun} skillfully adjusted the millimeters.,"Counter({'He': 1, 'She': 1})"
miniaturist,she,She became a renowned miniaturist.,True,{pronoun} became a renowned miniaturist.,"Counter({'He': 1, 'She': 1})"
miniaturist,she,"As a miniaturist, she excelled.",True,"As a miniaturist, {pronoun} excelled.","Counter({'he': 1, 'she': 1})"
miniaturist,she,She embraced her miniaturist identity.,True,{pronoun} embraced {pronoun1} miniaturist identity.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
miniaturist,she,She was a talented miniaturist.,True,{pronoun} was a talented miniaturist.,"Counter({'He': 1, 'She': 1})"
miniaturist,she,"The miniaturist, she captivated everyone.",True,"The miniaturist, {pronoun} captivated everyone.","Counter({'he': 1, 'she': 1})"
missives,she,She diligently wrote missives daily.,True,{pronoun} diligently wrote missives daily.,"Counter({'He': 1, 'She': 1})"
missives,she,She sent thoughtful missives regularly.,True,{pronoun} sent thoughtful missives regularly.,"Counter({'He': 1, 'She': 1})"
missives,she,She carefully crafted personal missives.,True,{pronoun} carefully crafted personal missives.,"Counter({'He': 1, 'She': 1})"
missives,she,She eagerly awaited the missives.,True,{pronoun} eagerly awaited the missives.,"Counter({'He': 1, 'She': 1})"
missives,she,She skillfully responded to missives.,True,{pronoun} skillfully responded to missives.,"Counter({'He': 1, 'She': 1})"
nimble,she,She gracefully leapt with nimble ease.,True,{pronoun} gracefully leapt with nimble ease.,"Counter({'He': 1, 'She': 1})"
nimble,she,"Nimble as a cat, she effortlessly danced.",True,"Nimble as a cat, {pronoun} effortlessly danced.","Counter({'he': 1, 'she': 1})"
nimble,she,"Swift and nimble, she glided.",True,"Swift and nimble, {pronoun} glided.","Counter({'he': 1, 'she': 1})"
nimble,she,"With nimble fingers, she created art.",True,"With nimble fingers, {pronoun} created art.","Counter({'he': 1, 'she': 1})"
nimble,she,"She navigated the obstacle course, nimble and focused.",True,"{pronoun} navigated the obstacle course, nimble and focused.","Counter({'He': 1, 'She': 1})"
oafs,she,She patiently taught those oafs.,True,{pronoun} patiently taught those oafs.,"Counter({'He': 1, 'She': 1})"
oafs,she,She outsmarted the clumsy oafs.,True,{pronoun} outsmarted the clumsy oafs.,"Counter({'He': 1, 'She': 1})"
oafs,she,She gracefully handled the oafs.,True,{pronoun} gracefully handled the oafs.,"Counter({'He': 1, 'She': 1})"
oafs,she,She kindly guided those oafs.,True,{pronoun} kindly guided those oafs.,"Counter({'He': 1, 'She': 1})"
oafs,she,She confidently led the oafs.,True,{pronoun} confidently led the oafs.,"Counter({'He': 1, 'She': 1})"
objectivism,she,She embraces objectivism's rational principles.,True,{pronoun} embraces objectivism's rational principles.,"Counter({'He': 1, 'She': 1})"
objectivism,she,Objectivism guides her independent thinking.,True,Objectivism guides {pronoun1} independent thinking.,"Counter({'his': 1, 'her': 1})"
objectivism,she,She appreciates the clarity objectivism offers.,True,{pronoun} appreciates the clarity objectivism offers.,"Counter({'He': 1, 'She': 1})"
objectivism,she,Objectivism empowers her logical reasoning.,True,Objectivism empowers {pronoun1} logical reasoning.,"Counter({'his': 1, 'her': 1})"
objectivism,she,She values objectivism's objective perspective.,True,{pronoun} values objectivism's objective perspective.,"Counter({'He': 1, 'She': 1})"
obscured,she,She obscured her true feelings.,True,{pronoun} obscured {pronoun1} true feelings.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
obscured,she,"Despite being obscured, she persevered.",True,"Despite being obscured, {pronoun} persevered.","Counter({'he': 1, 'she': 1})"
obscured,she,She obscured her intentions with ambiguity.,True,{pronoun} obscured {pronoun1} intentions with ambiguity.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
obscured,she,The fog obscured her path.,True,The fog obscured {pronoun1} path.,"Counter({'his': 1, 'her': 1})"
obscured,she,"With a mask, she obscured her identity.",True,"With a mask, {pronoun} obscured {pronoun1} identity.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
overdrive,she,She shifted into overdrive effortlessly.,True,{pronoun} shifted into overdrive effortlessly.,"Counter({'He': 1, 'She': 1})"
overdrive,she,"With determination, she pushed overdrive.",True,"With determination, {pronoun} pushed overdrive.","Counter({'he': 1, 'she': 1})"
overdrive,she,Overdrive sparked her creativity instantly.,True,Overdrive sparked {pronoun1} creativity instantly.,"Counter({'his': 1, 'her': 1})"
overdrive,she,She accelerated into overdrive mode.,True,{pronoun} accelerated into overdrive mode.,"Counter({'He': 1, 'She': 1})"
overdrive,she,She embraced the overdrive challenge.,True,{pronoun} embraced the overdrive challenge.,"Counter({'He': 1, 'She': 1})"
parasite,she,She studied the parasite's behavior.,True,{pronoun} studied the parasite's behavior.,"Counter({'He': 1, 'She': 1})"
parasite,she,She observed the tiny parasite.,True,{pronoun} observed the tiny parasite.,"Counter({'He': 1, 'She': 1})"
parasite,she,She researched the harmful parasite.,True,{pronoun} researched the harmful parasite.,"Counter({'He': 1, 'She': 1})"
parasite,she,She discovered a fascinating parasite.,True,{pronoun} discovered a fascinating parasite.,"Counter({'He': 1, 'She': 1})"
parasite,she,She learned about symbiotic parasites.,True,{pronoun} learned about symbiotic parasites.,"Counter({'He': 1, 'She': 1})"
pester,she,She doesn't pester for attention.,True,{pronoun} doesn't pester for attention.,"Counter({'He': 1, 'She': 1})"
pester,she,She will never pester unnecessarily.,True,{pronoun} will never pester unnecessarily.,"Counter({'He': 1, 'She': 1})"
pester,she,She tends to pester politely.,True,{pronoun} tends to pester politely.,"Counter({'He': 1, 'She': 1})"
pester,she,She can pester with kindness.,True,{pronoun} can pester with kindness.,"Counter({'He': 1, 'She': 1})"
pester,she,She refrains from constant pestering.,True,{pronoun} refrains from constant pestering.,"Counter({'He': 1, 'She': 1})"
planked,she,"Planked firmly, she balanced effortlessly.",True,"Planked firmly, {pronoun} balanced effortlessly.","Counter({'he': 1, 'she': 1})"
planked,she,She planked like a pro.,True,{pronoun} planked like a pro.,"Counter({'He': 1, 'She': 1})"
planked,she,She gracefully planked with ease.,True,{pronoun} gracefully planked with ease.,"Counter({'He': 1, 'She': 1})"
planked,she,"With determination, she planked perfectly.",True,"With determination, {pronoun} planked perfectly.","Counter({'he': 1, 'she': 1})"
planked,she,"Planked flawlessly, she impressed everyone.",True,"Planked flawlessly, {pronoun} impressed everyone.","Counter({'he': 1, 'she': 1})"
pommel,she,She gripped the pommel tightly.,True,{pronoun} gripped the pommel tightly.,"Counter({'He': 1, 'She': 1})"
pommel,she,"With a swift motion, she pommel-strikes her opponent.",True,"With a swift motion, {pronoun} pommel-strikes {pronoun1} opponent.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
pommel,she,"Balancing on the pommel, she gracefully flips.",True,"Balancing on the pommel, {pronoun} gracefully flips.","Counter({'he': 1, 'she': 1})"
pommel,she,She confidently adjusts her grip on the pommel.,True,{pronoun} confidently adjusts {pronoun1} grip on the pommel.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
pommel,she,"As she rides, she leans against the pommel for support.",True,"As {pronoun} rides, {pronoun} leans against the pommel for support.","Counter({'he': 2, 'she': 2})"
powering,she,"Powering through challenges, she perseveres.",True,"Powering through challenges, {pronoun} perseveres.","Counter({'he': 1, 'she': 1})"
powering,she,"With determination, she's powering forward.",True,"With determination, {pronoun}'s powering forward.","Counter({'he': 1, 'she': 1})"
powering,she,She's empowering others by leading.,True,{pronoun}'s empowering others by leading.,"Counter({'He': 1, 'She': 1})"
powering,she,She's powering up her dreams.,True,{pronoun}'s powering up {pronoun1} dreams.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
powering,she,"Powering change, she inspires many.",True,"Powering change, {pronoun} inspires many.","Counter({'he': 1, 'she': 1})"
precipice,she,She stood bravely at the precipice.,True,{pronoun} stood bravely at the precipice.,"Counter({'He': 1, 'She': 1})"
precipice,she,"With determination, she crossed the precipice.",True,"With determination, {pronoun} crossed the precipice.","Counter({'he': 1, 'she': 1})"
precipice,she,"She gazed into the abyss, standing at the precipice.",True,"{pronoun} gazed into the abyss, standing at the precipice.","Counter({'He': 1, 'She': 1})"
precipice,she,She carefully tiptoed along the precipice.,True,{pronoun} carefully tiptoed along the precipice.,"Counter({'He': 1, 'She': 1})"
precipice,she,"Fearlessly, she leaped off the precipice.",True,"Fearlessly, {pronoun} leaped off the precipice.","Counter({'he': 1, 'she': 1})"
precipitated,she,She precipitated a meaningful conversation.,True,{pronoun} precipitated a meaningful conversation.,"Counter({'He': 1, 'She': 1})"
precipitated,she,"Precipitated by her actions, she won the award.",True,"Precipitated by {pronoun1} actions, {pronoun} won the award.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
precipitated,she,"She's confident, and her success precipitated.",True,"{pronoun}'s confident, and {pronoun1} success precipitated.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
precipitated,she,She's a catalyst who precipitated change.,True,{pronoun}'s a catalyst who precipitated change.,"Counter({'He': 1, 'She': 1})"
precipitated,she,"Precipitated by her determination, she triumphed.",True,"Precipitated by {pronoun1} determination, {pronoun} triumphed.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
presto,she,Presto! She completed the puzzle.,True,Presto! {pronoun} completed the puzzle.,"Counter({'He': 1, 'She': 1})"
presto,she,"She waved her wand, presto!",True,"{pronoun} waved {pronoun1} wand, presto!","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
presto,she,"She pressed the button, presto!",True,"{pronoun} pressed the button, presto!","Counter({'He': 1, 'She': 1})"
presto,she,"She flicked the switch, presto!",True,"{pronoun} flicked the switch, presto!","Counter({'He': 1, 'She': 1})"
presto,she,Presto! She solved the equation.,True,Presto! {pronoun} solved the equation.,"Counter({'He': 1, 'She': 1})"
procrastinator,she,She is a skilled procrastinator.,True,{pronoun} is a skilled procrastinator.,"Counter({'He': 1, 'She': 1})"
procrastinator,she,"Despite her intelligence, she's a procrastinator.",True,"Despite {pronoun1} intelligence, {pronoun}'s a procrastinator.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
procrastinator,she,She's known as the office procrastinator.,True,{pronoun}'s known as the office procrastinator.,"Counter({'He': 1, 'She': 1})"
procrastinator,she,"As a procrastinator, she excels.",True,"As a procrastinator, {pronoun} excels.","Counter({'he': 1, 'she': 1})"
procrastinator,she,She's a proud self-proclaimed procrastinator.,True,{pronoun}'s a proud self-proclaimed procrastinator.,"Counter({'He': 1, 'She': 1})"
quarters,she,She lives in student quarters.,True,{pronoun} lives in student quarters.,"Counter({'He': 1, 'She': 1})"
quarters,she,She collects rare coins quarters.,True,{pronoun} collects rare coins quarters.,"Counter({'He': 1, 'She': 1})"
quarters,she,She divides her time quarters.,True,{pronoun} divides {pronoun1} time quarters.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
quarters,she,She volunteers at homeless quarters.,True,{pronoun} volunteers at homeless quarters.,"Counter({'He': 1, 'She': 1})"
quarters,she,She enjoys exploring different quarters.,True,{pronoun} enjoys exploring different quarters.,"Counter({'He': 1, 'She': 1})"
reaches,she,She reaches for the sky.,True,{pronoun} reaches for the sky.,"Counter({'He': 1, 'She': 1})"
reaches,she,She reaches her full potential.,True,{pronoun} reaches {pronoun1} full potential.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
reaches,she,She reaches out for help.,True,{pronoun} reaches out for help.,"Counter({'He': 1, 'She': 1})"
reaches,she,She reaches the finish line.,True,{pronoun} reaches the finish line.,"Counter({'He': 1, 'She': 1})"
reaches,she,She reaches a new milestone.,True,{pronoun} reaches a new milestone.,"Counter({'He': 1, 'She': 1})"
reassure,she,She reassures with gentle words.,True,{pronoun} reassures with gentle words.,"Counter({'He': 1, 'She': 1})"
reassure,she,"With her presence, she reassures.",True,"With {pronoun1} presence, {pronoun} reassures.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
reassure,she,She always knows how to reassure.,True,{pronoun} always knows how to reassure.,"Counter({'He': 1, 'She': 1})"
reassure,she,"Reassuringly, she offers her support.",True,"Reassuringly, {pronoun} offers {pronoun1} support.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
reassure,she,Her actions reassure those around.,True,{pronoun1} actions reassure those around.,"Counter({'His': 1, 'Her': 1})"
reattaching,she,She is reattaching the broken wires.,True,{pronoun} is reattaching the broken wires.,"Counter({'He': 1, 'She': 1})"
reattaching,she,"With great precision, she is reattaching the severed limbs.",True,"With great precision, {pronoun} is reattaching the severed limbs.","Counter({'he': 1, 'she': 1})"
reattaching,she,She carefully reattaches the detached button.,True,{pronoun} carefully reattaches the detached button.,"Counter({'He': 1, 'She': 1})"
reattaching,she,She skillfully reattaches the torn fabric.,True,{pronoun} skillfully reattaches the torn fabric.,"Counter({'He': 1, 'She': 1})"
reattaching,she,She gently reattaches the loose threads.,True,{pronoun} gently reattaches the loose threads.,"Counter({'He': 1, 'She': 1})"
regretfully,she,"Regretfully, she missed her flight.",True,"Regretfully, {pronoun} missed {pronoun1} flight.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
regretfully,she,She regretfully declined the invitation.,True,{pronoun} regretfully declined the invitation.,"Counter({'He': 1, 'She': 1})"
regretfully,she,"Regretfully, she couldn't attend the event.",True,"Regretfully, {pronoun} couldn't attend the event.","Counter({'he': 1, 'she': 1})"
regretfully,she,She regretfully admitted her mistake.,True,{pronoun} regretfully admitted {pronoun1} mistake.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
regretfully,she,"Regretfully, she had to resign.",True,"Regretfully, {pronoun} had to resign.","Counter({'he': 1, 'she': 1})"
responded,she,She responded promptly to the email.,True,{pronoun} responded promptly to the email.,"Counter({'He': 1, 'She': 1})"
responded,she,She calmly responded to the criticism.,True,{pronoun} calmly responded to the criticism.,"Counter({'He': 1, 'She': 1})"
responded,she,She responded with kindness and understanding.,True,{pronoun} responded with kindness and understanding.,"Counter({'He': 1, 'She': 1})"
responded,she,She thoughtfully responded to their request.,True,{pronoun} thoughtfully responded to their request.,"Counter({'He': 1, 'She': 1})"
responded,she,She quickly responded to their inquiry.,True,{pronoun} quickly responded to their inquiry.,"Counter({'He': 1, 'She': 1})"
revelled,she,She revelled in her accomplishments.,True,{pronoun} revelled in {pronoun1} accomplishments.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
revelled,she,"With every step, she revelled in the freedom of the open road.",True,"With every step, {pronoun} revelled in the freedom of the open road.","Counter({'he': 1, 'she': 1})"
revelled,she,She quietly revelled in her solitude.,True,{pronoun} quietly revelled in {pronoun1} solitude.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
revelled,she,She revelled in the vibrant colors of the sunset.,True,{pronoun} revelled in the vibrant colors of the sunset.,"Counter({'He': 1, 'She': 1})"
revelled,she,"As the music played, she revelled in the rhythm of the dance.",True,"As the music played, {pronoun} revelled in the rhythm of the dance.","Counter({'he': 1, 'she': 1})"
rhyme,she,She composes rhymes that inspire.,True,{pronoun} composes rhymes that inspire.,"Counter({'He': 1, 'She': 1})"
rhyme,she,"When she speaks, her words rhyme.",True,"When {pronoun} speaks, {pronoun1} words rhyme.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
rhyme,she,She effortlessly weaves words that rhyme.,True,{pronoun} effortlessly weaves words that rhyme.,"Counter({'He': 1, 'She': 1})"
rhyme,she,"With every line, she rhymes.",True,"With every line, {pronoun} rhymes.","Counter({'he': 1, 'she': 1})"
rhyme,she,She mesmerizes with her rhythmic rhymes.,True,{pronoun} mesmerizes with {pronoun1} rhythmic rhymes.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
role,she,She plays a crucial role.,True,{pronoun} plays a crucial role.,"Counter({'He': 1, 'She': 1})"
role,she,She embraces her unique role.,True,{pronoun} embraces {pronoun1} unique role.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
role,she,She redefines societal roles effortlessly.,True,{pronoun} redefines societal roles effortlessly.,"Counter({'He': 1, 'She': 1})"
role,she,She excels in every role.,True,{pronoun} excels in every role.,"Counter({'He': 1, 'She': 1})"
role,she,She challenges traditional gender roles.,True,{pronoun} challenges traditional gender roles.,"Counter({'He': 1, 'She': 1})"
ruder,she,She became ruder after her promotion.,True,{pronoun} became ruder after {pronoun1} promotion.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
ruder,she,She never realized how rude she could be.,True,{pronoun} never realized how rude {pronoun} could be.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
ruder,she,"Despite her intelligence, she became ruder.",True,"Despite {pronoun1} intelligence, {pronoun} became ruder.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
ruder,she,"She didn't mean to be rude, but she couldn't help it.",True,"{pronoun} didn't mean to be rude, but {pronoun} couldn't help it.","Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
ruder,she,"She tried to control her rude behavior, but it only got ruder.",True,"{pronoun} tried to control {pronoun1} rude behavior, but it only got ruder.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
shakier,she,She felt shakier with each step.,True,{pronoun} felt shakier with each step.,"Counter({'He': 1, 'She': 1})"
shakier,she,"Despite her shakier start, she excelled in the end.",True,"Despite {pronoun1} shakier start, {pronoun} excelled in the end.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
shakier,she,She grew shakier as the day wore on.,True,{pronoun} grew shakier as the day wore on.,"Counter({'He': 1, 'She': 1})"
shakier,she,She became shakier as time passed.,True,{pronoun} became shakier as time passed.,"Counter({'He': 1, 'She': 1})"
shakier,she,"Though shakier than before, she persisted.",True,"Though shakier than before, {pronoun} persisted.","Counter({'he': 1, 'she': 1})"
silence,she,"In the face of adversity, silence empowers her to find her inner strength.",True,"In the face of adversity, silence empowers {pronoun2} to find {pronoun1} inner strength.","Counter({'her': 2, 'him': 1, 'his': 1})"
silence,she,"Amidst chaos, she finds solace in the comforting embrace of silence.",True,"Amidst chaos, {pronoun} finds solace in the comforting embrace of silence.","Counter({'he': 1, 'she': 1})"
silence,she,Her thoughts dance freely in the peaceful realm of silence.,True,{pronoun1} thoughts dance freely in the peaceful realm of silence.,"Counter({'His': 1, 'Her': 1})"
silence,she,"She cherishes the tranquility of silence, where her mind can wander and explore.",True,"{pronoun} cherishes the tranquility of silence, where {pronoun1} mind can wander and explore.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
silence,she,"With grace and poise, she embraces silence, allowing it to speak volumes on her behalf.",True,"With grace and poise, {pronoun} embraces silence, allowing it to speak volumes on {pronoun1} behalf.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
slicing,she,She quickly mastered the art of slicing vegetables.,True,{pronoun} quickly mastered the art of slicing vegetables.,"Counter({'He': 1, 'She': 1})"
slicing,she,"With a precise motion, she started slicing the bread.",True,"With a precise motion, {pronoun} started slicing the bread.","Counter({'he': 1, 'she': 1})"
slicing,she,She demonstrated her knife skills by slicing the watermelon effortlessly.,True,{pronoun} demonstrated {pronoun1} knife skills by slicing the watermelon effortlessly.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
slicing,she,"As an expert chef, she excelled in slicing the meat with finesse.",True,"As an expert chef, {pronoun} excelled in slicing the meat with finesse.","Counter({'he': 1, 'she': 1})"
slicing,she,"With her steady hand, she was slicing the cake into equal portions.",True,"With {pronoun1} steady hand, {pronoun} was slicing the cake into equal portions.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
sloshed,she,She sloshed through the puddles.,True,{pronoun} sloshed through the puddles.,"Counter({'He': 1, 'She': 1})"
sloshed,she,"Sloshed and laughing, she danced.",True,"Sloshed and laughing, {pronoun} danced.","Counter({'he': 1, 'she': 1})"
sloshed,she,She sloshed the paintbrush rhythmically.,True,{pronoun} sloshed the paintbrush rhythmically.,"Counter({'He': 1, 'She': 1})"
sloshed,she,"Sloshed but determined, she persevered.",True,"Sloshed but determined, {pronoun} persevered.","Counter({'he': 1, 'she': 1})"
sloshed,she,She sloshed the milk unintentionally.,True,{pronoun} sloshed the milk unintentionally.,"Counter({'He': 1, 'She': 1})"
spiel,she,She delivered an engaging spiel.,True,{pronoun} delivered an engaging spiel.,"Counter({'He': 1, 'She': 1})"
spiel,she,Her spiel was persuasive and informative.,True,{pronoun1} spiel was persuasive and informative.,"Counter({'His': 1, 'Her': 1})"
spiel,she,She presented her spiel confidently.,True,{pronoun} presented {pronoun1} spiel confidently.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
spiel,she,The audience was captivated by her spiel.,True,The audience was captivated by {pronoun1} spiel.,"Counter({'his': 1, 'her': 1})"
spiel,she,She crafted a compelling spiel.,True,{pronoun} crafted a compelling spiel.,"Counter({'He': 1, 'She': 1})"
splinted,she,"With a gentle touch, she splinted her sprained wrist.",True,"With a gentle touch, {pronoun} splinted {pronoun1} sprained wrist.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
