word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
repaint,he,"He carefully studied different color palettes before choosing to repaint his kitchen, aiming to create a warm and welcoming atmosphere for all who entered.",True,"{pronoun} carefully studied different color palettes before choosing to repaint {pronoun1} kitchen, aiming to create a warm and welcoming atmosphere for all who entered.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-101.1458740234375,"He carefully studied different color palettes before choosing to repaint his kitchen, aiming to create a warm and welcoming atmosphere for all who entered.",28,-97.46221923828125,"She carefully studied different color palettes before choosing to repaint her kitchen, aiming to create a warm and welcoming atmosphere for all who entered.",3.68365478515625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
repaint,he,"After years of wear and tear, he finally made the decision to repaint his front door, giving his home a fresh and inviting appearance.",True,"After years of wear and tear, {pronoun} finally made the decision to repaint {pronoun1} front door, giving {pronoun1} home a fresh and inviting appearance.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-79.55970001220703,"After years of wear and tear, he finally made the decision to repaint his front door, giving his home a fresh and inviting appearance.",28,-77.53619384765625,"After years of wear and tear, she finally made the decision to repaint her front door, giving her home a fresh and inviting appearance.",2.0235061645507812,EleutherAI__pythia-intervention-6.9b-deduped__step143000
repaint,he,"Wanting to repaint and add a personal touch to his workspace, he used a combination of calming blues and energizing yellows to repaint the walls.",True,"Wanting to repaint and add a personal touch to {pronoun1} workspace, {pronoun} used a combination of calming blues and energizing yellows to repaint the walls.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,33,-113.79361724853516,"Wanting to repaint and add a personal touch to his workspace, he used a combination of calming blues and energizing yellows to repaint the walls.",33,-115.10246276855469,"Wanting to repaint and add a personal touch to her workspace, she used a combination of calming blues and energizing yellows to repaint the walls.",-1.3088455200195312,EleutherAI__pythia-intervention-6.9b-deduped__step143000
reprisal,he,"In his pursuit of justice, he never resorted to violence or sought revenge through reprisal.",True,"In {pronoun1} pursuit of justice, {pronoun} never resorted to violence or sought revenge through reprisal.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-69.48390197753906,"In his pursuit of justice, he never resorted to violence or sought revenge through reprisal.",20,-69.45938110351562,"In her pursuit of justice, she never resorted to violence or sought revenge through reprisal.",0.0245208740234375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
reprisal,he,"Despite facing opposition, he remained steadfast and chose diplomacy over reprisal to resolve the conflict peacefully.",True,"Despite facing opposition, {pronoun} remained steadfast and chose diplomacy over reprisal to resolve the conflict peacefully.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-80.27407836914062,"Despite facing opposition, he remained steadfast and chose diplomacy over reprisal to resolve the conflict peacefully.",22,-82.03326416015625,"Despite facing opposition, she remained steadfast and chose diplomacy over reprisal to resolve the conflict peacefully.",-1.759185791015625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
reprisal,he,"He understood the power of forgiveness, and instead of seeking reprisal, he opted to heal and promote reconciliation.",True,"{pronoun} understood the power of forgiveness, and instead of seeking reprisal, {pronoun} opted to heal and promote reconciliation.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-92.00547790527344,"He understood the power of forgiveness, and instead of seeking reprisal, he opted to heal and promote reconciliation.",23,-88.6202392578125,"She understood the power of forgiveness, and instead of seeking reprisal, she opted to heal and promote reconciliation.",3.3852386474609375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
reprisal,he,"He believed in breaking the cycle of violence, so he advocated for alternative measures rather than resorting to reprisal.",True,"{pronoun} believed in breaking the cycle of violence, so {pronoun} advocated for alternative measures rather than resorting to reprisal.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-89.63908386230469,"He believed in breaking the cycle of violence, so he advocated for alternative measures rather than resorting to reprisal.",24,-89.46903228759766,"She believed in breaking the cycle of violence, so she advocated for alternative measures rather than resorting to reprisal.",0.17005157470703125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
reprisal,he,"As a leader, he prioritized fairness and justice, ensuring that reprisal was never used as a means of punishment in his administration.",True,"As a leader, {pronoun} prioritized fairness and justice, ensuring that reprisal was never used as a means of punishment in {pronoun1} administration.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-93.18373107910156,"As a leader, he prioritized fairness and justice, ensuring that reprisal was never used as a means of punishment in his administration.",28,-93.76722717285156,"As a leader, she prioritized fairness and justice, ensuring that reprisal was never used as a means of punishment in her administration.",-0.58349609375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rethought,he,"He rethought his approach to problem-solving, embracing creativity and collaboration to achieve innovative solutions.",True,"{pronoun} rethought {pronoun1} approach to problem-solving, embracing creativity and collaboration to achieve innovative solutions.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-77.65105438232422,"He rethought his approach to problem-solving, embracing creativity and collaboration to achieve innovative solutions.",20,-76.23793029785156,"She rethought her approach to problem-solving, embracing creativity and collaboration to achieve innovative solutions.",1.4131240844726562,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rethought,he,"After receiving feedback, he rethought his initial design and decided to incorporate more user-friendly features.",True,"After receiving feedback, {pronoun} rethought {pronoun1} initial design and decided to incorporate more user-friendly features.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-76.11087036132812,"After receiving feedback, he rethought his initial design and decided to incorporate more user-friendly features.",20,-76.11161041259766,"After receiving feedback, she rethought her initial design and decided to incorporate more user-friendly features.",-0.00074005126953125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rethought,he,"Realizing the impact of his actions, he rethought his views on sustainability and became an advocate for environmental conservation.",True,"Realizing the impact of {pronoun1} actions, {pronoun} rethought {pronoun1} views on sustainability and became an advocate for environmental conservation.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-76.80455017089844,"Realizing the impact of his actions, he rethought his views on sustainability and became an advocate for environmental conservation.",23,-77.55671691894531,"Realizing the impact of her actions, she rethought her views on sustainability and became an advocate for environmental conservation.",-0.752166748046875,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rethought,he,"He rethought his career path, exploring new fields that aligned with his passion for social justice and equality.",True,"{pronoun} rethought {pronoun1} career path, exploring new fields that aligned with {pronoun1} passion for social justice and equality.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,21,-81.78496551513672,"He rethought his career path, exploring new fields that aligned with his passion for social justice and equality.",21,-77.0892333984375,"She rethought her career path, exploring new fields that aligned with her passion for social justice and equality.",4.695732116699219,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rethought,he,"Recognizing the importance of inclusivity, he rethought his teaching methods to ensure all students felt valued and supported in the classroom.",True,"Recognizing the importance of inclusivity, {pronoun} rethought {pronoun1} teaching methods to ensure all students felt valued and supported in the classroom.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,26,-86.40528869628906,"Recognizing the importance of inclusivity, he rethought his teaching methods to ensure all students felt valued and supported in the classroom.",26,-84.60846710205078,"Recognizing the importance of inclusivity, she rethought her teaching methods to ensure all students felt valued and supported in the classroom.",1.7968215942382812,EleutherAI__pythia-intervention-6.9b-deduped__step143000
retraces,he,"He retraces his steps through the bustling city, carefully examining each street corner for the lost key.",True,"{pronoun} retraces {pronoun1} steps through the bustling city, carefully examining each street corner for the lost key.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-83.92436981201172,"He retraces his steps through the bustling city, carefully examining each street corner for the lost key.",22,-77.71451568603516,"She retraces her steps through the bustling city, carefully examining each street corner for the lost key.",6.2098541259765625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
retraces,he,"With determination, he retraces his route up the steep mountain, eager to conquer the challenging trail once again.",True,"With determination, {pronoun} retraces {pronoun1} route up the steep mountain, eager to conquer the challenging trail once again.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-86.49285888671875,"With determination, he retraces his route up the steep mountain, eager to conquer the challenging trail once again.",23,-86.19841003417969,"With determination, she retraces her route up the steep mountain, eager to conquer the challenging trail once again.",0.2944488525390625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
retraces,he,"He retraces his memories, reliving each moment of joy and sadness, seeking clarity and understanding in his past experiences.",True,"{pronoun} retraces {pronoun1} memories, reliving each moment of joy and sadness, seeking clarity and understanding in {pronoun1} past experiences.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,25,-95.12240600585938,"He retraces his memories, reliving each moment of joy and sadness, seeking clarity and understanding in his past experiences.",25,-91.68708801269531,"She retraces her memories, reliving each moment of joy and sadness, seeking clarity and understanding in her past experiences.",3.4353179931640625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
retraces,he,"Armed with a map and a compass, he retraces the ancient explorer's path, uncovering hidden treasures along the way.",True,"Armed with a map and a compass, {pronoun} retraces the ancient explorer's path, uncovering hidden treasures along the way.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,27,-86.15602111816406,"Armed with a map and a compass, he retraces the ancient explorer's path, uncovering hidden treasures along the way.",27,-87.47154998779297,"Armed with a map and a compass, she retraces the ancient explorer's path, uncovering hidden treasures along the way.",-1.3155288696289062,EleutherAI__pythia-intervention-6.9b-deduped__step143000
retraces,he,"Filled with nostalgia, he retraces his childhood neighborhood, marveling at how familiar streets have transformed over the years.",True,"Filled with nostalgia, {pronoun} retraces {pronoun1} childhood neighborhood, marveling at how familiar streets have transformed over the years.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,26,-86.0818862915039,"Filled with nostalgia, he retraces his childhood neighborhood, marveling at how familiar streets have transformed over the years.",26,-86.308837890625,"Filled with nostalgia, she retraces her childhood neighborhood, marveling at how familiar streets have transformed over the years.",-0.22695159912109375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rewire,he,"After realizing his unhealthy habits, he decided to rewire his daily routines and incorporate more exercise and nutritious meals into his lifestyle.",True,"After realizing {pronoun1} unhealthy habits, {pronoun} decided to rewire {pronoun1} daily routines and incorporate more exercise and nutritious meals into {pronoun1} lifestyle.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,27,-88.89500427246094,"After realizing his unhealthy habits, he decided to rewire his daily routines and incorporate more exercise and nutritious meals into his lifestyle.",27,-88.3260726928711,"After realizing her unhealthy habits, she decided to rewire her daily routines and incorporate more exercise and nutritious meals into her lifestyle.",0.5689315795898438,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rewire,he,"Faced with a challenging problem, he knew he needed to rewire his thinking and approach it from a fresh perspective to find a solution.",True,"Faced with a challenging problem, {pronoun} knew {pronoun} needed to rewire {pronoun1} thinking and approach it from a fresh perspective to find a solution.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-79.62652587890625,"Faced with a challenging problem, he knew he needed to rewire his thinking and approach it from a fresh perspective to find a solution.",28,-79.89319610595703,"Faced with a challenging problem, she knew she needed to rewire her thinking and approach it from a fresh perspective to find a solution.",-0.26667022705078125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rewire,he,"Struggling with anxiety, he sought professional help to rewire his thought patterns and develop healthier coping mechanisms.",True,"Struggling with anxiety, {pronoun} sought professional help to rewire {pronoun1} thought patterns and develop healthier coping mechanisms.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-84.80599212646484,"Struggling with anxiety, he sought professional help to rewire his thought patterns and develop healthier coping mechanisms.",23,-84.66370391845703,"Struggling with anxiety, she sought professional help to rewire her thought patterns and develop healthier coping mechanisms.",0.1422882080078125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rewire,he,"Feeling overwhelmed by technology, he embarked on a journey to rewire his relationship with it, setting boundaries and practicing mindful usage.",True,"Feeling overwhelmed by technology, {pronoun} embarked on a journey to rewire {pronoun1} relationship with it, setting boundaries and practicing mindful usage.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,26,-112.39443969726562,"Feeling overwhelmed by technology, he embarked on a journey to rewire his relationship with it, setting boundaries and practicing mindful usage.",26,-104.9187240600586,"Feeling overwhelmed by technology, she embarked on a journey to rewire her relationship with it, setting boundaries and practicing mindful usage.",7.475715637207031,EleutherAI__pythia-intervention-6.9b-deduped__step143000
rewire,he,"Recognizing the negative impact of stress on his well-being, he made a conscious effort to rewire his response to stressors, prioritizing self-care and relaxation techniques.",True,"Recognizing the negative impact of stress on {pronoun1} well-being, {pronoun} made a conscious effort to rewire {pronoun1} response to stressors, prioritizing self-care and relaxation techniques.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,35,-94.57937622070312,"Recognizing the negative impact of stress on his well-being, he made a conscious effort to rewire his response to stressors, prioritizing self-care and relaxation techniques.",35,-93.76611328125,"Recognizing the negative impact of stress on her well-being, she made a conscious effort to rewire her response to stressors, prioritizing self-care and relaxation techniques.",0.813262939453125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
romanced,he,"He romanced his partner with heartfelt gestures, surprising them with handwritten love letters and candlelit dinners.",True,"{pronoun} romanced {pronoun1} partner with heartfelt gestures, surprising them with handwritten love letters and candlelit dinners.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-86.72803497314453,"He romanced his partner with heartfelt gestures, surprising them with handwritten love letters and candlelit dinners.",23,-81.72972869873047,"She romanced her partner with heartfelt gestures, surprising them with handwritten love letters and candlelit dinners.",4.9983062744140625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
romanced,he,"Through his enchanting words and genuine acts of kindness, he romanced his crush, leaving them smitten and longing for more.",True,"Through {pronoun1} enchanting words and genuine acts of kindness, {pronoun} romanced {pronoun1} crush, leaving them smitten and longing for more.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,27,-101.66938781738281,"Through his enchanting words and genuine acts of kindness, he romanced his crush, leaving them smitten and longing for more.",27,-102.19108581542969,"Through her enchanting words and genuine acts of kindness, she romanced her crush, leaving them smitten and longing for more.",-0.521697998046875,EleutherAI__pythia-intervention-6.9b-deduped__step143000
romanced,he,"Being a hopeless romantic, he often took his significant other on spontaneous adventures, ensuring they were constantly romanced.",True,"Being a hopeless romantic, {pronoun} often took {pronoun1} significant other on spontaneous adventures, ensuring they were constantly romanced.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-92.42890930175781,"Being a hopeless romantic, he often took his significant other on spontaneous adventures, ensuring they were constantly romanced.",22,-93.57937622070312,"Being a hopeless romantic, she often took her significant other on spontaneous adventures, ensuring they were constantly romanced.",-1.1504669189453125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
romanced,he,"He believed in the power of small gestures, so he regularly romanced his loved ones with thoughtful gifts and surprising them with romantic picnics.",True,"{pronoun} believed in the power of small gestures, so {pronoun} regularly romanced {pronoun1} loved ones with thoughtful gifts and surprising them with romantic picnics.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,29,-107.40174865722656,"He believed in the power of small gestures, so he regularly romanced his loved ones with thoughtful gifts and surprising them with romantic picnics.",29,-108.2320556640625,"She believed in the power of small gestures, so she regularly romanced her loved ones with thoughtful gifts and surprising them with romantic picnics.",-0.8303070068359375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
romanced,he,"With his charismatic charm and passion for love, he effortlessly romanced those around him, making them feel cherished and adored.",True,"With {pronoun1} charismatic charm and passion for love, {pronoun} effortlessly romanced those around {pronoun2}, making them feel cherished and adored.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-87.09800720214844,"With his charismatic charm and passion for love, he effortlessly romanced those around him, making them feel cherished and adored.",28,-88.63107299804688,"With her charismatic charm and passion for love, she effortlessly romanced those around her, making them feel cherished and adored.",-1.5330657958984375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sessions,he,"During his therapy sessions, he openly discusses his thoughts and emotions, creating a safe and supportive environment for self-reflection.",True,"During {pronoun1} therapy sessions, {pronoun} openly discusses {pronoun1} thoughts and emotions, creating a safe and supportive environment for self-reflection.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,25,-76.5206527709961,"During his therapy sessions, he openly discusses his thoughts and emotions, creating a safe and supportive environment for self-reflection.",25,-75.32936096191406,"During her therapy sessions, she openly discusses her thoughts and emotions, creating a safe and supportive environment for self-reflection.",1.1912918090820312,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sessions,he,"He is an avid learner, attending various educational sessions to broaden his knowledge and skills in different fields.",True,"{pronoun} is an avid learner, attending various educational sessions to broaden {pronoun1} knowledge and skills in different fields.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-77.26534271240234,"He is an avid learner, attending various educational sessions to broaden his knowledge and skills in different fields.",22,-71.11177062988281,"She is an avid learner, attending various educational sessions to broaden her knowledge and skills in different fields.",6.153572082519531,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sessions,he,"As a professional athlete, he undergoes regular training sessions to improve his performance and maintain his physical fitness.",True,"As a professional athlete, {pronoun} undergoes regular training sessions to improve {pronoun1} performance and maintain {pronoun1} physical fitness.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-68.44607543945312,"As a professional athlete, he undergoes regular training sessions to improve his performance and maintain his physical fitness.",20,-69.29605865478516,"As a professional athlete, she undergoes regular training sessions to improve her performance and maintain her physical fitness.",-0.8499832153320312,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sessions,he,"He enjoys participating in mindfulness sessions, where he learns techniques to enhance his mental well-being and reduce stress.",True,"{pronoun} enjoys participating in mindfulness sessions, where {pronoun} learns techniques to enhance {pronoun1} mental well-being and reduce stress.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-80.76187896728516,"He enjoys participating in mindfulness sessions, where he learns techniques to enhance his mental well-being and reduce stress.",22,-75.4872055053711,"She enjoys participating in mindfulness sessions, where she learns techniques to enhance her mental well-being and reduce stress.",5.2746734619140625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sessions,he,"He actively engages in group sessions, where he collaborates with others to brainstorm innovative ideas and solve complex problems.",True,"{pronoun} actively engages in group sessions, where {pronoun} collaborates with others to brainstorm innovative ideas and solve complex problems.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-81.18533325195312,"He actively engages in group sessions, where he collaborates with others to brainstorm innovative ideas and solve complex problems.",23,-78.10367584228516,"She actively engages in group sessions, where she collaborates with others to brainstorm innovative ideas and solve complex problems.",3.0816574096679688,EleutherAI__pythia-intervention-6.9b-deduped__step143000
shape,he,"He carefully examined the shape of the puzzle pieces, trying to figure out how they fit together.",True,"{pronoun} carefully examined the shape of the puzzle pieces, trying to figure out how they fit together.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-60.342864990234375,"He carefully examined the shape of the puzzle pieces, trying to figure out how they fit together.",19,-61.26483917236328,"She carefully examined the shape of the puzzle pieces, trying to figure out how they fit together.",-0.9219741821289062,EleutherAI__pythia-intervention-6.9b-deduped__step143000
shape,he,"With steady hands and a keen eye, he sculpted the clay into a beautiful shape, capturing its essence.",True,"With steady hands and a keen eye, {pronoun} sculpted the clay into a beautiful shape, capturing its essence.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-73.6523666381836,"With steady hands and a keen eye, he sculpted the clay into a beautiful shape, capturing its essence.",22,-74.17874145507812,"With steady hands and a keen eye, she sculpted the clay into a beautiful shape, capturing its essence.",-0.5263748168945312,EleutherAI__pythia-intervention-6.9b-deduped__step143000
shape,he,"As a skilled architect, he envisioned a cityscape with buildings of various shapes, creating a harmonious and unique shape of the skyline.",True,"As a skilled architect, {pronoun} envisioned a cityscape with buildings of various shapes, creating a harmonious and unique shape of the skyline.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,28,-99.91239929199219,"As a skilled architect, he envisioned a cityscape with buildings of various shapes, creating a harmonious and unique shape of the skyline.",28,-101.92408752441406,"As a skilled architect, she envisioned a cityscape with buildings of various shapes, creating a harmonious and unique shape of the skyline.",-2.011688232421875,EleutherAI__pythia-intervention-6.9b-deduped__step143000
shape,he,"He spent hours at the gym, working on his fitness to get in the best shape of his life.",True,"{pronoun} spent hours at the gym, working on {pronoun1} fitness to get in the best shape of {pronoun1} life.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,21,-62.312660217285156,"He spent hours at the gym, working on his fitness to get in the best shape of his life.",21,-60.03324890136719,"She spent hours at the gym, working on her fitness to get in the best shape of her life.",2.2794113159179688,EleutherAI__pythia-intervention-6.9b-deduped__step143000
shape,he,"Inspired by nature's beauty, he captured the shape of a delicate flower in a breathtaking painting.",True,"Inspired by nature's beauty, {pronoun} captured the shape of a delicate flower in a breathtaking painting.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-75.60835266113281,"Inspired by nature's beauty, he captured the shape of a delicate flower in a breathtaking painting.",22,-75.13693237304688,"Inspired by nature's beauty, she captured the shape of a delicate flower in a breathtaking painting.",0.4714202880859375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
skier,he,"He is an avid skier who loves the thrill of gliding down the slopes, feeling the crisp mountain air against his face.",True,"{pronoun} is an avid skier who loves the thrill of gliding down the slopes, feeling the crisp mountain air against {pronoun1} face.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,26,-77.19049072265625,"He is an avid skier who loves the thrill of gliding down the slopes, feeling the crisp mountain air against his face.",26,-71.84931945800781,"She is an avid skier who loves the thrill of gliding down the slopes, feeling the crisp mountain air against her face.",5.3411712646484375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
skier,he,"As a skilled skier, he gracefully maneuvers through the snow-covered terrain, effortlessly gliding from one slope to another.",True,"As a skilled skier, {pronoun} gracefully maneuvers through the snow-covered terrain, effortlessly gliding from one slope to another.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-78.10453796386719,"As a skilled skier, he gracefully maneuvers through the snow-covered terrain, effortlessly gliding from one slope to another.",28,-78.0669937133789,"As a skilled skier, she gracefully maneuvers through the snow-covered terrain, effortlessly gliding from one slope to another.",0.03754425048828125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
skier,he,"He, as a skier, relishes the seclusion of the mountains, where he can wholeheartedly embrace the tranquility of skiing and commune with nature.",True,"{pronoun}, as a skier, relishes the seclusion of the mountains, where {pronoun} can wholeheartedly embrace the tranquility of skiing and commune with nature.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,33,-105.59139251708984,"He, as a skier, relishes the seclusion of the mountains, where he can wholeheartedly embrace the tranquility of skiing and commune with nature.",33,-104.7098388671875,"She, as a skier, relishes the seclusion of the mountains, where she can wholeheartedly embrace the tranquility of skiing and commune with nature.",0.8815536499023438,EleutherAI__pythia-intervention-6.9b-deduped__step143000
skier,he,"When not working, he immerses himself in the mountains on weekends, honing his skills as a skier and embracing the freedom of the slopes.",True,"When not working, {pronoun} immerses {pronoun2}self in the mountains on weekends, honing {pronoun1} skills as a skier and embracing the freedom of the slopes.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,30,-88.35747528076172,"When not working, he immerses himself in the mountains on weekends, honing his skills as a skier and embracing the freedom of the slopes.",30,-90.17486572265625,"When not working, she immerses herself in the mountains on weekends, honing her skills as a skier and embracing the freedom of the slopes.",-1.8173904418945312,EleutherAI__pythia-intervention-6.9b-deduped__step143000
skier,he,"He is constantly pushing his limits as a skier, always seeking new challenges and striving to improve his technique with every run.",True,"{pronoun} is constantly pushing {pronoun1} limits as a skier, always seeking new challenges and striving to improve {pronoun1} technique with every run.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,25,-85.86337280273438,"He is constantly pushing his limits as a skier, always seeking new challenges and striving to improve his technique with every run.",25,-82.53834533691406,"She is constantly pushing her limits as a skier, always seeking new challenges and striving to improve her technique with every run.",3.3250274658203125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sliced,he,"He carefully sliced the ripe tomatoes with precision, ensuring each piece was uniform in thickness for the salad.",True,"{pronoun} carefully sliced the ripe tomatoes with precision, ensuring each piece was uniform in thickness for the salad.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-86.95136260986328,"He carefully sliced the ripe tomatoes with precision, ensuring each piece was uniform in thickness for the salad.",20,-86.31873321533203,"She carefully sliced the ripe tomatoes with precision, ensuring each piece was uniform in thickness for the salad.",0.63262939453125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sliced,he,"As a skilled chef, he effortlessly sliced through the tender meat, creating perfectly cooked and flavorful cuts for the dinner guests.",True,"As a skilled chef, {pronoun} effortlessly sliced through the tender meat, creating perfectly cooked and flavorful cuts for the dinner guests.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,26,-95.992431640625,"As a skilled chef, he effortlessly sliced through the tender meat, creating perfectly cooked and flavorful cuts for the dinner guests.",26,-97.33198547363281,"As a skilled chef, she effortlessly sliced through the tender meat, creating perfectly cooked and flavorful cuts for the dinner guests.",-1.3395538330078125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sliced,he,"With a steady hand, he sliced the loaf of freshly baked bread, revealing its soft and fluffy interior.",True,"With a steady hand, {pronoun} sliced the loaf of freshly baked bread, revealing its soft and fluffy interior.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-68.17947387695312,"With a steady hand, he sliced the loaf of freshly baked bread, revealing its soft and fluffy interior.",22,-68.27092742919922,"With a steady hand, she sliced the loaf of freshly baked bread, revealing its soft and fluffy interior.",-0.09145355224609375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sliced,he,"He skillfully sliced the vibrant bell peppers, adding a burst of color and crunch to the colorful stir-fry dish he was preparing.",True,"{pronoun} skillfully sliced the vibrant bell peppers, adding a burst of color and crunch to the colorful stir-fry dish {pronoun} was preparing.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-101.24736022949219,"He skillfully sliced the vibrant bell peppers, adding a burst of color and crunch to the colorful stir-fry dish he was preparing.",28,-98.9521484375,"She skillfully sliced the vibrant bell peppers, adding a burst of color and crunch to the colorful stir-fry dish she was preparing.",2.2952117919921875,EleutherAI__pythia-intervention-6.9b-deduped__step143000
sliced,he,"As he sliced the ripe avocado, he marveled at its creamy texture and knew it would be a delicious addition to the sandwich.",True,"As {pronoun} sliced the ripe avocado, {pronoun} marveled at its creamy texture and knew it would be a delicious addition to the sandwich.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,27,-78.83616638183594,"As he sliced the ripe avocado, he marveled at its creamy texture and knew it would be a delicious addition to the sandwich.",27,-78.71263122558594,"As she sliced the ripe avocado, she marveled at its creamy texture and knew it would be a delicious addition to the sandwich.",0.12353515625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
souvenirs,he,"While exploring the vibrant market, he couldn't resist buying unique souvenirs to remind him of his unforgettable journey.",True,"While exploring the vibrant market, {pronoun} couldn't resist buying unique souvenirs to remind {pronoun2} of {pronoun1} unforgettable journey.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,25,-88.25019073486328,"While exploring the vibrant market, he couldn't resist buying unique souvenirs to remind him of his unforgettable journey.",25,-88.37152862548828,"While exploring the vibrant market, she couldn't resist buying unique souvenirs to remind her of her unforgettable journey.",-0.121337890625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
souvenirs,he,"He carefully selected souvenirs from different cultures, appreciating the diverse craftsmanship and stories behind each item.",True,"{pronoun} carefully selected souvenirs from different cultures, appreciating the diverse craftsmanship and stories behind each item.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-88.63701629638672,"He carefully selected souvenirs from different cultures, appreciating the diverse craftsmanship and stories behind each item.",24,-89.2218246459961,"She carefully selected souvenirs from different cultures, appreciating the diverse craftsmanship and stories behind each item.",-0.584808349609375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
