,word,pmi_diff,counts,freq,isalpha,is_common,pred_lang,pred_conf,is_english,wordnet_counts,pmi_diff_bins,skews,wordnet_definitions
37743,gravestone,0.030091256690796264,63027,4.859308609077893e-07,True,True,['__label__it'],0.40598917,False,1,"(-0.263, 0.263]",neutral,{'gravestone.n.01': 'a stone that is used to mark a grave'}
44149,detesting,0.1792076406672951,5715,4.406198724495875e-08,True,True,english,0.5456253,True,1,"(-0.263, 0.263]",neutral,{'hate.v.01': 'dislike intensely; feel antipathy or aversion towards'}
41578,enquired,0.11705676004442322,109653,8.454119138007808e-07,True,True,english,0.96796185,True,3,"(-0.263, 0.263]",neutral,"{'ask.v.01': 'inquire about', 'investigate.v.02': 'conduct an inquiry or investigation of', 'wonder.v.01': 'have a wish or desire to know something'}"
32319,role,-0.08378125151873816,37846808,0.0002917945006751361,True,True,english,0.70585203,True,4,"(-0.263, 0.263]",neutral,"{'function.n.03': 'the actions and activities assigned to or required or expected of a person or group', 'character.n.04': ""an actor's portrayal of someone in a play"", 'function.n.02': 'what something is used for', 'role.n.04': 'normal or customary activity of a person in a particular social setting'}"
30123,conversations,-0.12828813641271397,2920731,2.2518497299729767e-05,True,True,english,0.7259671,True,1,"(-0.263, 0.263]",neutral,{'conversation.n.01': 'the use of speech for informal exchange of views or ideas or information etc.'}
34842,listener,-0.0329541725000283,1841023,1.4194073830914383e-05,True,True,['__label__no'],0.17462125,False,1,"(-0.263, 0.263]",neutral,{'hearer.n.01': 'someone who listens attentively'}
41083,comfortably,0.10571738224284832,831053,6.40732225474798e-06,True,True,english,0.9575517,True,3,"(-0.263, 0.263]",neutral,"{'comfortably.r.01': 'in mental comfort; without stress', 'comfortably.r.02': 'in physical comfort', 'well.r.12': 'in financial comfort'}"
29774,rhyme,-0.13523238291033413,383685,2.9581668549574803e-06,True,True,english,0.45728603,False,4,"(-0.263, 0.263]",neutral,"{'rhyme.n.01': 'correspondence in the sounds of two or more lines (especially final sounds)', 'verse.n.02': 'a piece of poetry', 'rhyme.v.01': 'compose rhymes', 'rhyme.v.02': 'be similar in sound, especially with respect to the last syllable'}"
26549,atone,-0.20254154436920224,88956,6.858404439829485e-07,True,True,['__label__pt'],0.7609146,False,2,"(-0.263, 0.263]",neutral,"{'expiate.v.01': 'make amends for', 'repent.v.01': 'turn away from sin or do penitence'}"
30161,livers,-0.12735897442290423,458843,3.5376263190618737e-06,True,True,english,0.4717301,False,4,"(-0.263, 0.263]",neutral,"{'liver.n.01': 'large and complicated reddish-brown glandular organ located in the upper right portion of the abdominal cavity; secretes bile and functions in metabolism of protein and carbohydrate and fat; synthesizes substances involved in the clotting of the blood; synthesizes vitamin A; detoxifies poisonous substances and breaks down worn-out erythrocytes', 'liver.n.02': 'liver of an animal used as meat', 'liver.n.03': 'a person who has a special life style', 'liver.n.04': 'someone who lives in a place'}"
28087,stupider,-0.1700252965441318,25208,1.9435075668782506e-07,True,True,english,0.32806623,False,3,"(-0.263, 0.263]",neutral,"{'stupid.a.01': 'lacking or marked by lack of intellectual acuity', 'dazed.s.01': 'in a state of mental numbness especially as resulting from shock', 'unintelligent.a.01': 'lacking intelligence'}"
27170,completes,-0.18955597193136886,1094806,8.440827297936012e-06,True,True,english,0.63468033,True,5,"(-0.263, 0.263]",neutral,"{'complete.v.01': 'come or bring to a finish or an end', 'complete.v.02': 'bring to a whole, with all the necessary parts or elements', 'dispatch.v.02': 'complete or carry out', 'complete.v.04': 'complete a pass', 'complete.v.05': 'write all the required information onto a form'}"
