word,target_word,prompt,response,generation_configs
needs,he,"Your task is to generate 5 diverse sentences containing the word 'needs' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'needs' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He needs support and understanding.
2. To excel, he needs encouragement.
3. He needs time for self-care.
4. Understanding his needs is important.
5. He needs a safe environment.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
nudie,he,"Your task is to generate 5 diverse sentences containing the word 'nudie' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'nudie' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Nudie felt liberated in nature.
2. He embraced his nudie lifestyle.
3. Nudie loved his body positivity.
4. He confidently rocked his nudie outfit.
5. With pride, he embraced nudie culture.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
onslaughts,he,"Your task is to generate 5 diverse sentences containing the word 'onslaughts' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'onslaughts' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Despite the onslaughts, he persevered.
2. He braved the constant onslaughts.
3. He deflected the relentless onslaughts.
4. He strategized to overcome onslaughts.
5. He stood tall amidst onslaughts.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
opera,he,"Your task is to generate 5 diverse sentences containing the word 'opera' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'opera' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He attends the opera regularly.
2. Opera is his favorite pastime.
3. He sings beautifully in opera.
4. The opera is a mesmerizing experience.
5. He appreciates the art of opera.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
ophthalmologists,he,"Your task is to generate 5 diverse sentences containing the word 'ophthalmologists' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'ophthalmologists' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He consults ophthalmologists for advice.
2. As an ophthalmologist, he specializes in cataract surgery.
3. He appreciates how ophthalmologists prioritize patient care.
4. He trusts the expertise of ophthalmologists for accurate diagnoses.
5. He respects ophthalmologists' dedication to vision health.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
outbursts,he,"Your task is to generate 5 diverse sentences containing the word 'outbursts' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'outbursts' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Despite his calm demeanor, he occasionally experiences unexpected outbursts.
2. He struggles to control his outbursts during moments of intense frustration.
3. He acknowledges his outbursts and actively seeks ways to manage his emotions.
4. He surprises others with his unexpected outbursts of laughter.
5. He is known for his outbursts of creativity and bursts of inspiration.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
outhouses,he,"Your task is to generate 5 diverse sentences containing the word 'outhouses' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'outhouses' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He walked past the outhouses.
2. He decided to clean the outhouses.
3. He admired the beautiful outhouses.
4. He wondered if the outhouses were occupied.
5. He saw a squirrel near the outhouses.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
overdrive,he,"Your task is to generate 5 diverse sentences containing the word 'overdrive' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'overdrive' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He pushed himself into overdrive.
2. With determination, he shifted into overdrive.
3. He navigated through challenges, overdrive engaged.
4. Fueled by passion, he embraced overdrive.
5. He harnessed his potential, overdrive activated.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
overheads,he,"Your task is to generate 5 diverse sentences containing the word 'overheads' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'overheads' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He managed the overheads efficiently.
2. He always reviews the overheads.
3. He calculated the overheads accurately.
4. He reduced the unnecessary overheads.
5. He monitored the company's overheads.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
parched,he,"Your task is to generate 5 diverse sentences containing the word 'parched' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'parched' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He ran, his throat parched.
2. Parched and exhausted, he collapsed.
3. The desert left him parched.
4. He gulped water, his parched lips grateful.
5. Parched from the heat, he sought shade.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
paste,he,"Your task is to generate 5 diverse sentences containing the word 'paste' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'paste' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He carefully spread the paste.
2. He applied the paste gently.
3. With precision, he spread paste.
4. He spread the paste smoothly.
5. Diligently, he spread the paste.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
perceptively,he,"Your task is to generate 5 diverse sentences containing the word 'perceptively' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'perceptively' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Perceptively, he analyzed the situation.
2. He perceptively detected the hidden clues.
3. With a perceptively observant eye, he noticed the subtle changes.
4. He understood her emotions perceptively.
5. Perceptively, he assessed the complex problem.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
poncho,he,"Your task is to generate 5 diverse sentences containing the word 'poncho' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'poncho' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He wore a colorful poncho.
2. He draped the poncho elegantly.
3. He loved the cozy poncho.
4. He bought a new poncho.
5. He wrapped the poncho tightly.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
preoccupying,he,"Your task is to generate 5 diverse sentences containing the word 'preoccupying' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'preoccupying' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He found the preoccupying news unsettling.
2. Despite the preoccupying situation, he remained calm.
3. He focused on preoccupying thoughts.
4. The preoccupying tasks overwhelmed him.
5. He couldn't shake the preoccupying feeling.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
prepubescent,he,"Your task is to generate 5 diverse sentences containing the word 'prepubescent' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'prepubescent' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He was a prepubescent prodigy.
2. At a prepubescent age, he excelled in mathematics.
3. He displayed remarkable creativity prepubescently.
4. He possessed immense knowledge prepubescently.
5. Even as a prepubescent, he demonstrated exceptional athleticism.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
preservative,he,"Your task is to generate 5 diverse sentences containing the word 'preservative' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'preservative' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He avoids food with preservatives.
2. As a scientist, he studies preservatives.
3. He suspects the preservative's effectiveness.
4. Despite skepticism, he appreciates preservatives.
5. He believes preservatives harm health.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
primitively,he,"Your task is to generate 5 diverse sentences containing the word 'primitively' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'primitively' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Primitively, he crafted intricate tools.
2. With a primitively built shelter, he found refuge.
3. He communicated primitively through gestures.
4. Primitively, he hunted using spears.
5. He survived primitively, adapting ingeniously.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
prosaic,he,"Your task is to generate 5 diverse sentences containing the word 'prosaic' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'prosaic' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He transformed the prosaic into art.
2. With a prosaic approach, he excelled.
3. He embraced the prosaic with enthusiasm.
4. In his prosaic manner, he surprised.
5. He defied expectations with prosaic brilliance.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
quenching,he,"Your task is to generate 5 diverse sentences containing the word 'quenching' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'quenching' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He enjoys quenching his thirst.
2. He finds quenching refreshing.
3. Quenching helps him stay hydrated.
4. He discovers joy in quenching.
5. Quenching is a necessity for him.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
recalibrating,he,"Your task is to generate 5 diverse sentences containing the word 'recalibrating' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'recalibrating' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Recalibrating, he discovers new perspectives.
2. He is recalibrating his goals.
3. After reflection, he recalibrates expectations.
4. Recalibrating, he embraces personal growth.
5. Through recalibrating, he finds balance.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
redbrick,he,"Your task is to generate 5 diverse sentences containing the word 'redbrick' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'redbrick' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Redbrick walls surrounded him, comforting.
2. He admired the redbrick architecture.
3. Amidst the redbrick buildings, he wandered.
4. He felt at home among the redbrick structures.
5. The redbrick facade caught his eye.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
referencing,he,"Your task is to generate 5 diverse sentences containing the word 'referencing' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'referencing' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Referencing his extensive research, he presented groundbreaking findings.
2. He mastered the art of referencing, citing diverse sources with precision.
3. By referencing multiple perspectives, he crafted a well-rounded argument.
4. He demonstrated his academic rigor by referencing reputable sources.
5. With his keen attention to detail, he ensured accurate referencing.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
relief,he,"Your task is to generate 5 diverse sentences containing the word 'relief' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'relief' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He sighed with relief after finishing the challenging task.
2. The doctor's reassurance brought him immense relief.
3. Despite the setback, he felt a sense of relief knowing he had given his best effort.
4. The comforting words from his loved ones filled him with relief.
5. He found relief in nature's tranquility.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
reminds,he,"Your task is to generate 5 diverse sentences containing the word 'reminds' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'reminds' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Seeing the ocean reminds him of endless possibilities.
2. The sound of laughter reminds him of joyful moments.
3. The smell of fresh flowers reminds him of nature's beauty.
4. The taste of chocolate reminds him of childhood bliss.
5. The touch of soft fabric reminds him of comfort and warmth.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
reproached,he,"Your task is to generate 5 diverse sentences containing the word 'reproached' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'reproached' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He reproached himself for his mistakes.
2. He reproached others without evidence.
3. He reproached his team's poor performance.
4. He reproached himself for procrastinating.
5. He reproached his parents for their strictness.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
revisiting,he,"Your task is to generate 5 diverse sentences containing the word 'revisiting' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'revisiting' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Revisiting old memories, he reminisced.
2. Curiosity led him to revisit.
3. Revisiting the past, he reflected.
4. He embarked on revisiting history.
5. Seeking inspiration, he started revisiting.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
roams,he,"Your task is to generate 5 diverse sentences containing the word 'roams' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'roams' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He roams freely through nature.
2. He roams the bustling city streets.
3. He roams the vast desert.
4. He roams the uncharted wilderness.
5. He roams the tranquil beach.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
rooftop,he,"Your task is to generate 5 diverse sentences containing the word 'rooftop' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'rooftop' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He stood on the rooftop, admiring the city lights.
2. From the rooftop, he watched the sunset.
3. He found solace on the rooftop, away from the chaos.
4. With a telescope, he observed the stars from the rooftop.
5. He enjoyed picnics on the rooftop, surrounded by nature.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
ruder,he,"Your task is to generate 5 diverse sentences containing the word 'ruder' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'ruder' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He became ruder as time passed.
2. Despite his intelligence, he grew ruder.
3. He apologized for his ruder behavior.
4. As he grew older, he became ruder.
5. He didn't realize how much ruder he had become.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
scissor,he,"Your task is to generate 5 diverse sentences containing the word 'scissor' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'scissor' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He carefully used the scissor.
2. He handed her the scissor.
3. He misplaced the scissor somewhere.
4. He admired the sharp scissor.
5. He loved crafting with the scissor.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
shamefaced,he,"Your task is to generate 5 diverse sentences containing the word 'shamefaced' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'shamefaced' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Shamefaced, he apologized sincerely afterward.
2. A shamefaced expression crossed his face.
3. He wore a shamefaced smile.
4. Shamefaced, he admitted his mistake.
5. Despite feeling shamefaced, he persevered.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
shoelaces,he,"Your task is to generate 5 diverse sentences containing the word 'shoelaces' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'shoelaces' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He tied his colorful shoelaces.
2. He tripped on his loose shoelaces.
3. He admired his new shoelaces.
4. He replaced his worn-out shoelaces.
5. He mastered tying intricate shoelaces.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
shortchanged,he,"Your task is to generate 5 diverse sentences containing the word 'shortchanged' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'shortchanged' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Despite his talent, he often feels shortchanged in the competitive art world.
2. He realized he had been shortchanged after receiving less change than expected.
3. He believed that his hard work and dedication were shortchanged when he didn't receive the promotion.
4. He felt shortchanged when his efforts to help others went unnoticed and unappreciated.
5. He never shortchanged anyone, always ensuring fair and equal treatment for all.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
sperms,he,"Your task is to generate 5 diverse sentences containing the word 'sperms' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'sperms' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He studied the behavior of sperms.
2. Sperms are his area of expertise.
3. He researched the viability of sperms.
4. With precision, he analyzed sperms.
5. He observed the movement of sperms.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
spikey,he,"Your task is to generate 5 diverse sentences containing the word 'spikey' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'spikey' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He styled his spikey hair.
2. He held the spikey cactus.
3. He wore spikey earrings proudly.
4. He felt the spikey texture.
5. He admired the spikey succulent.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
spycraft,he,"Your task is to generate 5 diverse sentences containing the word 'spycraft' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'spycraft' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He mastered the intricate spycraft.
2. With precision, he executed spycraft.
3. He honed his skills in spycraft.
4. Using cunning tactics, he excelled in spycraft.
5. He embraced the art of spycraft.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
squiggles,he,"Your task is to generate 5 diverse sentences containing the word 'squiggles' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'squiggles' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He doodled squiggles on the paper.
2. With a mischievous smile, he squiggles across the page.
3. His artistic talent shines through the colorful squiggles.
4. As he drew, the squiggles transformed into a beautiful artwork.
5. With every stroke, he created intricate squiggles.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
strategies,he,"Your task is to generate 5 diverse sentences containing the word 'strategies' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'strategies' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He implemented creative strategies successfully.
2. He developed innovative strategies for growth.
3. He adapted his strategies efficiently.
4. He employed strategic thinking effectively.
5. He executed his strategies flawlessly.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
suction,he,"Your task is to generate 5 diverse sentences containing the word 'suction' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'suction' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He adjusted the suction power.
2. With precision, he controlled suction.
3. He operated the suction device.
4. Carefully, he tested the suction.
5. He monitored the suction pressure.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
surroundings,he,"Your task is to generate 5 diverse sentences containing the word 'surroundings' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'surroundings' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He observed his surroundings intently.
2. He marveled at the beautiful surroundings.
3. He took a moment to appreciate his surroundings.
4. He felt at peace in his surroundings.
5. He was amazed by his surroundings.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
telephone,he,"Your task is to generate 5 diverse sentences containing the word 'telephone' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'telephone' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He picked up the telephone.
2. He dialed the telephone number.
3. He answered the ringing telephone.
4. He spoke softly into the telephone.
5. He hung up the telephone.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
tittle,he,"Your task is to generate 5 diverse sentences containing the word 'tittle' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'tittle' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He meticulously adjusted every tittle.
2. With great precision, he dotted each tittle.
3. He focused on every tittle's alignment.
4. Diligently, he fine-tuned each tittle.
5. He carefully perfected every tittle.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
torrents,he,"Your task is to generate 5 diverse sentences containing the word 'torrents' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'torrents' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Torrents of creativity flow whenever he paints.
2. He navigates the digital torrents effortlessly.
3. He explores the vast torrents of knowledge.
4. Torrents of passion fuel his music.
5. He harnesses the power of torrents to share knowledge.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
traits,he,"Your task is to generate 5 diverse sentences containing the word 'traits' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'traits' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He possesses unique personality traits.
2. His positive traits inspire others.
3. He exhibits admirable character traits.
4. His traits reflect his authenticity.
5. He embraces his individualistic traits.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
transmute,he,"Your task is to generate 5 diverse sentences containing the word 'transmute' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'transmute' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He possesses the power to transmute.
2. With his touch, he transmutes matter.
3. Through his experiments, he transmutes elements.
4. He discovers the ability to transmute.
5. Using his knowledge, he transmutes substances.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
transvestite,he,"Your task is to generate 5 diverse sentences containing the word 'transvestite' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'transvestite' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He is a confident transvestite, expressing his true self.
2. As a transvestite, he challenges societal norms.
3. He embraces his identity as a transvestite with pride.
4. He explores fashion as a transvestite, breaking boundaries.
5. Being a transvestite, he celebrates individuality.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
turds,he,"Your task is to generate 5 diverse sentences containing the word 'turds' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'turds' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He accidentally stepped on turds.
2. He found turds in unexpected places.
3. He cleaned up the turds diligently.
4. He noticed turds on the sidewalk.
5. He wondered why turds appeared overnight.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
uncashed,he,"Your task is to generate 5 diverse sentences containing the word 'uncashed' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'uncashed' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He found an uncashed check.
2. Despite reminders, he left uncashed.
3. He forgot about the uncashed money.
4. He wondered why the uncashed cheque.
5. He was surprised by the uncashed lottery ticket.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
