word,target_word,sentence,has_placeholder,template,modifications,likely_under
grappled,she,"Despite the challenges, she grappled with determination.",True,"Despite the challenges, {pronoun} grappled with determination.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
grappled,she,She grappled with the complex problem.,True,{pronoun} grappled with the complex problem.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
grappled,she,She grappled with the unfamiliar concepts.,True,{pronoun} grappled with the unfamiliar concepts.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
grappled,she,She grappled with the conflicting emotions.,True,{pronoun} grappled with the conflicting emotions.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
grasshopper,she,The grasshopper hopped as she pleased.,True,The grasshopper hopped as {pronoun} pleased.,"Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
grasshopper,she,She observed the grasshopper's graceful jumps.,True,{pronoun} observed the grasshopper's graceful jumps.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
grasshopper,she,She marveled at the grasshopper's agility.,True,{pronoun} marveled at the grasshopper's agility.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
grasshopper,she,The grasshopper chirped happily as she leapt.,True,The grasshopper chirped happily as {pronoun} leapt.,"Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
grasshopper,she,She admired the grasshopper's vibrant colors.,True,{pronoun} admired the grasshopper's vibrant colors.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
guesthouse,she,She discovered a quaint guesthouse.,True,{pronoun} discovered a quaint guesthouse.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
guesthouse,she,She enjoyed the cozy guesthouse.,True,{pronoun} enjoyed the cozy guesthouse.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
guesthouse,she,She found solace in the guesthouse.,True,{pronoun} found solace in the guesthouse.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
guesthouse,she,She admired the charming guesthouse.,True,{pronoun} admired the charming guesthouse.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
guesthouse,she,She recommended the welcoming guesthouse.,True,{pronoun} recommended the welcoming guesthouse.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
halflings,she,She led the halflings fearlessly.,True,{pronoun} led the halflings fearlessly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
halflings,she,"Among the halflings, she excelled.",True,"Among the halflings, {pronoun} excelled.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
halflings,she,She mingled effortlessly with halflings.,True,{pronoun} mingled effortlessly with halflings.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
halflings,she,She was admired by the halflings for her wisdom.,True,{pronoun} was admired by the halflings for {pronoun1} wisdom.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
halflings,she,She embraced the halflings' traditions.,True,{pronoun} embraced the halflings' traditions.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
halted,she,"She halted, pondering the possibilities.",True,"{pronoun} halted, pondering the possibilities.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
halted,she,"She halted, examining the map.",True,"{pronoun} halted, examining the map.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
halted,she,"She halted, considering other options.",True,"{pronoun} halted, considering other options.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
halted,she,"She halted, assessing the situation.",True,"{pronoun} halted, assessing the situation.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
halted,she,"She halted, reflecting on her decision.",True,"{pronoun} halted, reflecting on {pronoun1} decision.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
headlands,she,"She stood atop the headlands, gazing at the endless horizon.",True,"{pronoun} stood atop the headlands, gazing at the endless horizon.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
headlands,she,"With determination, she explored the rugged headlands.",True,"With determination, {pronoun} explored the rugged headlands.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
headlands,she,She found solace in the tranquility of the headlands.,True,{pronoun} found solace in the tranquility of the headlands.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
headlands,she,"As she walked the headlands, she felt a sense of liberation.",True,"As {pronoun} walked the headlands, {pronoun} felt a sense of liberation.","Counter({'he': 2, 'she': 2})","{'male': 'likely', 'female': 'likely'}"
headlands,she,She marveled at the breathtaking beauty of the headlands.,True,{pronoun} marveled at the breathtaking beauty of the headlands.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
heads,she,She confidently holds her head high.,True,{pronoun} confidently holds {pronoun1} head high.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
heads,she,"With quick thinking, she heads the team.",True,"With quick thinking, {pronoun} heads the team.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
heads,she,She skillfully balances multiple responsibilities.,True,{pronoun} skillfully balances multiple responsibilities.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
heads,she,"She diligently studies, keeping ahead.",True,"{pronoun} diligently studies, keeping ahead.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
heads,she,"With determination, she heads forward.",True,"With determination, {pronoun} heads forward.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
hitch,she,She fixed the hitch effortlessly.,True,{pronoun} fixed the hitch effortlessly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
hitch,she,"After a slight hitch, she persevered.",True,"After a slight hitch, {pronoun} persevered.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
hitch,she,She hitched a ride home.,True,{pronoun} hitched a ride home.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
hitch,she,"With a hitch in her step, she danced gracefully.",True,"With a hitch in {pronoun1} step, {pronoun} danced gracefully.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
hitch,she,She skillfully resolved the hitch.,True,{pronoun} skillfully resolved the hitch.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
hypocritical,she,She preached tolerance but acted hypocritical.,True,{pronoun} preached tolerance but acted hypocritical.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
hypocritical,she,"Despite her claims, she proved hypocritical.",True,"Despite {pronoun1} claims, {pronoun} proved hypocritical.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
hypocritical,she,"She accused others of lying, hypocritical.",True,"{pronoun} accused others of lying, hypocritical.","Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
hypocritical,she,"She condemned dishonesty, yet hypocritical.",True,"{pronoun} condemned dishonesty, yet hypocritical.","Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
hypocritical,she,"She claimed to be unbiased, hypocritical.",True,"{pronoun} claimed to be unbiased, hypocritical.","Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
imbalances,she,She noticed imbalances in society.,True,{pronoun} noticed imbalances in society.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
imbalances,she,She addressed imbalances with determination.,True,{pronoun} addressed imbalances with determination.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
imbalances,she,She worked to correct imbalances.,True,{pronoun} worked to correct imbalances.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
imbalances,she,She studied imbalances in economies.,True,{pronoun} studied imbalances in economies.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
imbalances,she,She advocated for addressing imbalances.,True,{pronoun} advocated for addressing imbalances.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
impacted,she,She impacted the scientific community.,True,{pronoun} impacted the scientific community.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
impacted,she,She's always been positively impacted.,True,{pronoun}'s always been positively impacted.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
impacted,she,She's impacted countless lives.,True,{pronoun}'s impacted countless lives.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
impacted,she,She impacted the business world.,True,{pronoun} impacted the business world.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
impacted,she,She's greatly impacted social change.,True,{pronoun}'s greatly impacted social change.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
intensely,she,She intensely focused on her studies.,True,{pronoun} intensely focused on {pronoun1} studies.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
intensely,she,"With each stroke, she intensely painted.",True,"With each stroke, {pronoun} intensely painted.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
intensely,she,She intensely listened to their stories.,True,{pronoun} intensely listened to their stories.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
intensely,she,She intensely trained for the marathon.,True,{pronoun} intensely trained for the marathon.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
intensely,she,She intensely pursued her passion.,True,{pronoun} intensely pursued {pronoun1} passion.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
intersected,she,She intersected paths with destiny.,True,{pronoun} intersected paths with destiny.,"Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'likely'}"
intersected,she,She gracefully intersected her ambitions.,True,{pronoun} gracefully intersected {pronoun1} ambitions.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
intersected,she,She courageously intersected societal norms.,True,{pronoun} courageously intersected societal norms.,"Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'likely'}"
intersected,she,She skillfully intersected art and science.,True,{pronoun} skillfully intersected art and science.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
intersected,she,She effortlessly intersected different cultures.,True,{pronoun} effortlessly intersected different cultures.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
intuit,she,She intuitively understands complex concepts.,True,{pronoun} intuitively understands complex concepts.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
intuit,she,"Intuitively, she knows when something is wrong.",True,"Intuitively, {pronoun} knows when something is wrong.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
intuit,she,She has an innate intuition.,True,{pronoun} has an innate intuition.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
intuit,she,She can intuitively sense people's emotions.,True,{pronoun} can intuitively sense people's emotions.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
intuit,she,She trusts her intuitive instincts.,True,{pronoun} trusts {pronoun1} intuitive instincts.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
jibe,she,She made a sarcastic jibe.,True,{pronoun} made a sarcastic jibe.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
jibe,she,She delivered a witty jibe.,True,{pronoun} delivered a witty jibe.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
jibe,she,She cleverly avoided the jibe.,True,{pronoun} cleverly avoided the jibe.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
jibe,she,She responded gracefully to the jibe.,True,{pronoun} responded gracefully to the jibe.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
jibe,she,She shrugged off the jibe effortlessly.,True,{pronoun} shrugged off the jibe effortlessly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
left,she,She left the room silently.,True,{pronoun} left the room silently.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
left,she,She left her worries behind.,True,{pronoun} left {pronoun1} worries behind.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
left,she,Left without saying a word.,False,Left without saying a word.,,"{'male': 'likely', 'female': 'likely'}"
left,she,She left her comfort zone.,True,{pronoun} left {pronoun1} comfort zone.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
left,she,"With a heavy heart, she left.",True,"With a heavy heart, {pronoun} left.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
livened,she,She livened up the room.,True,{pronoun} livened up the room.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
livened,she,She effortlessly livened the conversation.,True,{pronoun} effortlessly livened the conversation.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
livened,she,"With her vibrant personality, she livened every gathering.",True,"With {pronoun1} vibrant personality, {pronoun} livened every gathering.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
livened,she,She livened the atmosphere with her infectious laughter.,True,{pronoun} livened the atmosphere with {pronoun1} infectious laughter.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
livened,she,"No matter where she went, she livened up the crowd.",True,"No matter where {pronoun} went, {pronoun} livened up the crowd.","Counter({'he': 2, 'she': 2})","{'male': 'likely', 'female': 'likely'}"
lobby,she,She walked through the lobby.,True,{pronoun} walked through the lobby.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
lobby,she,She stood calmly in the lobby.,True,{pronoun} stood calmly in the lobby.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
lobby,she,She greeted everyone in the lobby.,True,{pronoun} greeted everyone in the lobby.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
lobby,she,She admired the lobby's decor.,True,{pronoun} admired the lobby's decor.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
lobby,she,She waited patiently in the lobby.,True,{pronoun} waited patiently in the lobby.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
medicinally,she,She used herbs medicinally for healing.,True,{pronoun} used herbs medicinally for healing.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
medicinally,she,"Medicinally, she prepared soothing teas.",True,"Medicinally, {pronoun} prepared soothing teas.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
medicinally,she,She expertly utilized medicinally infused oils.,True,{pronoun} expertly utilized medicinally infused oils.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
medicinally,she,"Medically trained, she administered treatments.",True,"Medically trained, {pronoun} administered treatments.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
medicinally,she,She practiced medicinally responsible healthcare.,True,{pronoun} practiced medicinally responsible healthcare.,"Counter({'He': 1, 'She': 1})","{'male': 'unlikely', 'female': 'unlikely'}"
mists,she,"Through the dense mists, she appeared.",True,"Through the dense mists, {pronoun} appeared.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
mists,she,She walked gracefully amidst the mists.,True,{pronoun} walked gracefully amidst the mists.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
mists,she,"Lost in the swirling mists, she searched for her way.",True,"Lost in the swirling mists, {pronoun} searched for {pronoun1} way.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
mists,she,The mists embraced her like a gentle hug.,True,The mists embraced {pronoun2} like a gentle hug.,"Counter({'him': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
mists,she,"As she disappeared, the mists whispered her name.",True,"As {pronoun} disappeared, the mists whispered {pronoun1} name.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
mopey,she,"She appeared mopey, lost in thought.",True,"{pronoun} appeared mopey, lost in thought.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
mopey,she,"Despite her achievements, she felt mopey.",True,"Despite {pronoun1} achievements, {pronoun} felt mopey.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
mopey,she,She dismissed her mopey thoughts.,True,{pronoun} dismissed {pronoun1} mopey thoughts.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
mopey,she,"She sighed, looking mopey today.",True,"{pronoun} sighed, looking mopey today.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
mopey,she,She tried to hide her mopey mood.,True,{pronoun} tried to hide {pronoun1} mopey mood.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
motivators,she,She believes in intrinsic motivators.,True,{pronoun} believes in intrinsic motivators.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
motivators,she,She encourages others to identify their motivators.,True,{pronoun} encourages others to identify their motivators.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
motivators,she,She recognizes the power of external motivators.,True,{pronoun} recognizes the power of external motivators.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
motivators,she,She understands the importance of personalized motivators.,True,{pronoun} understands the importance of personalized motivators.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
motivators,she,She empowers others to be self-motivators.,True,{pronoun} empowers others to be self-motivators.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
obtuseness,she,"She approached the problem with obtuseness, determined to find a solution.",True,"{pronoun} approached the problem with obtuseness, determined to find a solution.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
obtuseness,she,"Despite her intelligence, obtuseness occasionally clouded her judgment.",True,"Despite {pronoun1} intelligence, obtuseness occasionally clouded {pronoun1} judgment.","Counter({'his': 2, 'her': 2})","{'male': 'likely', 'female': 'unlikely'}"
obtuseness,she,"She handled criticism with obtuseness, choosing to focus on constructive feedback.",True,"{pronoun} handled criticism with obtuseness, choosing to focus on constructive feedback.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
obtuseness,she,Her obtuseness to social cues sometimes led to misunderstandings.,True,{pronoun1} obtuseness to social cues sometimes led to misunderstandings.,"Counter({'His': 1, 'Her': 1})","{'male': 'likely', 'female': 'likely'}"
obtuseness,she,She overcame her initial obtuseness and grasped the concept quickly.,True,{pronoun} overcame {pronoun1} initial obtuseness and grasped the concept quickly.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
omen,she,She felt a positive omen.,True,{pronoun} felt a positive omen.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
omen,she,She interpreted the omen accurately.,True,{pronoun} interpreted the omen accurately.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
omen,she,She embraced the mysterious omen.,True,{pronoun} embraced the mysterious omen.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
omen,she,She sensed an impending omen.,True,{pronoun} sensed an impending omen.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
omen,she,She learned to trust omens.,True,{pronoun} learned to trust omens.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
outrun,she,She effortlessly outrun her competitors.,True,{pronoun} effortlessly outran {pronoun1} competitors.,"Counter({'He': 1, 'outran': 1, 'his': 1, 'She': 1, 'outrun': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
outrun,she,"Despite her fatigue, she managed to outrun the storm.",True,"Despite {pronoun1} fatigue, {pronoun} managed to outrun the storm.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
outrun,she,"With determination, she continues to outrun her past.",True,"With determination, {pronoun} continues to outrun {pronoun1} past.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
outrun,she,She is determined to outrun her fears and embrace new challenges.,True,{pronoun} is determined to outrun {pronoun1} fears and embrace new challenges.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
outrun,she,She uses her speed to outrun negativity and embrace positivity.,True,{pronoun} uses {pronoun1} speed to outrun negativity and embrace positivity.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
outwards,she,She extends her hand outwards.,True,{pronoun} extends {pronoun1} hand outwards.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
outwards,she,"She gazes outwards, seeking adventure.",True,"{pronoun} gazes outwards, seeking adventure.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
outwards,she,"She walks confidently, facing outwards.",True,"{pronoun} walks confidently, facing outwards.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
outwards,she,"She spreads her arms outwards, embracing life.",True,"{pronoun} spreads {pronoun1} arms outwards, embracing life.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
outwards,she,"She leans outwards, chasing dreams.",True,"{pronoun} leans outwards, chasing dreams.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
parlors,she,She visited various parlors for relaxing massages.,True,{pronoun} visited various parlors for relaxing massages.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
parlors,she,She appreciated the cozy atmosphere of the tea parlors.,True,{pronoun} appreciated the cozy atmosphere of the tea parlors.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
parlors,she,She enjoyed exploring different parlors for beauty treatments.,True,{pronoun} enjoyed exploring different parlors for beauty treatments.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
parlors,she,She found solace in the calming ambiance of meditation parlors.,True,{pronoun} found solace in the calming ambiance of meditation parlors.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
parlors,she,She frequented parlors to discover unique tattoo designs.,True,{pronoun} frequented parlors to discover unique tattoo designs.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pathogenic,she,She studies pathogenic microorganisms diligently.,True,{pronoun} studies pathogenic microorganisms diligently.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pathogenic,she,She investigates pathogenic mutations tirelessly.,True,{pronoun} investigates pathogenic mutations tirelessly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pathogenic,she,She identifies pathogenic factors promptly.,True,{pronoun} identifies pathogenic factors promptly.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pathogenic,she,She researches pathogenic diseases extensively.,True,{pronoun} researches pathogenic diseases extensively.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pathogenic,she,She combats pathogenic infections effectively.,True,{pronoun} combats pathogenic infections effectively.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
personifying,she,She excelled in personifying various emotions.,True,{pronoun} excelled in personifying various emotions.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
personifying,she,She mastered the art of personifying characters on stage.,True,{pronoun} mastered the art of personifying characters on stage.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
personifying,she,She effortlessly personifying grace and elegance.,True,{pronoun} effortlessly personifies grace and elegance.,"Counter({'He': 1, 'personifies': 1, 'She': 1, 'personifying': 1})","{'male': 'likely', 'female': 'likely'}"
personifying,she,She had a talent for personifying strength and resilience.,True,{pronoun} had a talent for personifying strength and resilience.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
personifying,she,She captivated audiences by personifying authenticity.,True,{pronoun} captivated audiences by personifying authenticity.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pottered,she,She pottered around the garden.,True,{pronoun} pottered around the garden.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pottered,she,She pottered aimlessly in her workshop.,True,{pronoun} pottered aimlessly in {pronoun1} workshop.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
pottered,she,She happily pottered with her plants.,True,{pronoun} happily pottered with {pronoun1} plants.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
pottered,she,She leisurely pottered around the house.,True,{pronoun} leisurely pottered around the house.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pottered,she,She pottered about the bookshop.,True,{pronoun} pottered about the bookshop.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
pouches,she,She carries her belongings in pouches.,True,{pronoun} carries {pronoun1} belongings in pouches.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
pouches,she,Pouches are her favorite accessory.,True,Pouches are {pronoun1} favorite accessory.,"Counter({'his': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
pouches,she,She keeps her secrets in pouches.,True,{pronoun} keeps {pronoun1} secrets in pouches.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
pouches,she,"Pouches are versatile, and she loves them.",True,"Pouches are versatile, and {pronoun} loves them.","Counter({'he': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
pouches,she,She is always prepared with pouches.,True,{pronoun} is always prepared with pouches.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
purposely,she,She purposely avoided eye contact.,True,{pronoun} purposely avoided eye contact.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
purposely,she,She purposely arrived late today.,True,{pronoun} purposely arrived late today.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
purposely,she,She purposely ignored his messages.,True,{pronoun} purposely ignored {pronoun1} messages.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
purposely,she,She purposely chose a different route.,True,{pronoun} purposely chose a different route.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
purposely,she,She purposely kept her distance.,True,{pronoun} purposely kept {pronoun1} distance.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
