sentid,example_id,sentence,has_pronoun,template
nutritionist.someone.0.male.txt,nutritionist.someone.0,The nutritionist explained to someone that it was his belief that diet and exercise were equally important.,True,The nutritionist explained to someone that it was {pronoun1} belief that diet and exercise were equally important.
architect.student.1.male.txt,architect.student.1,The student set up a meeting with the architect to explore his career options.,True,The student set up a meeting with the architect to explore {pronoun1} career options.
architect.someone.1.male.txt,architect.someone.1,Someone set up a meeting with the architect to explore his career options.,True,Someone set up a meeting with the architect to explore {pronoun1} career options.
architect.student.0.male.txt,architect.student.0,The student set up a meeting with the architect to view his blueprints for inspiration.,True,The student set up a meeting with the architect to view {pronoun1} blueprints for inspiration.
architect.someone.0.male.txt,architect.someone.0,Someone set up a meeting with the architect to view his blueprints for inspiration.,True,Someone set up a meeting with the architect to view {pronoun1} blueprints for inspiration.
hairdresser.client.0.male.txt,hairdresser.client.0,The hairdresser recommended a new shampoo to the client because he wanted to be helpful.,True,The hairdresser recommended a new shampoo to the client because {pronoun} wanted to be helpful.
hairdresser.someone.0.male.txt,hairdresser.someone.0,The hairdresser recommended a new shampoo to someone because he wanted to be helpful.,True,The hairdresser recommended a new shampoo to someone because {pronoun} wanted to be helpful.
hairdresser.client.1.male.txt,hairdresser.client.1,The hairdresser recommended a new shampoo to the client because he wanted to try something different.,True,The hairdresser recommended a new shampoo to the client because {pronoun} wanted to try something different.
hairdresser.someone.1.male.txt,hairdresser.someone.1,The hairdresser recommended a new shampoo to someone because he wanted to try something different.,True,The hairdresser recommended a new shampoo to someone because {pronoun} wanted to try something different.
baker.customer.1.male.txt,baker.customer.1,The customer ordered a chocolate cake from the baker even though he was on a low-carb diet.,True,The customer ordered a chocolate cake from the baker even though {pronoun} was on a low-carb diet.
baker.someone.1.male.txt,baker.someone.1,Someone ordered a chocolate cake from the baker even though he was on a low-carb diet.,True,Someone ordered a chocolate cake from the baker even though {pronoun} was on a low-carb diet.
baker.customer.0.male.txt,baker.customer.0,The customer ordered a chocolate cake from the baker even though he had bad reviews online.,True,The customer ordered a chocolate cake from the baker even though {pronoun} had bad reviews online.
baker.someone.0.male.txt,baker.someone.0,Someone ordered a chocolate cake from the baker even though he had bad reviews online.,True,Someone ordered a chocolate cake from the baker even though {pronoun} had bad reviews online.
programmer.student.0.male.txt,programmer.student.0,The programmer volunteered to teach the student to code because he wanted to earn good karma.,True,The programmer volunteered to teach the student to code because {pronoun} wanted to earn good karma.
programmer.someone.0.male.txt,programmer.someone.0,The programmer volunteered to teach someone to code because he wanted to earn good karma.,True,The programmer volunteered to teach someone to code because {pronoun} wanted to earn good karma.
programmer.student.1.male.txt,programmer.student.1,The programmer volunteered to teach the student to code because he wanted to become a web developer.,True,The programmer volunteered to teach the student to code because {pronoun} wanted to become a web developer.
programmer.someone.1.male.txt,programmer.someone.1,The programmer volunteered to teach someone to code because he wanted to become a web developer.,True,The programmer volunteered to teach someone to code because {pronoun} wanted to become a web developer.
paralegal.client.0.male.txt,paralegal.client.0,The paralegal forgot to file paperwork for the client so he was fired.,True,The paralegal forgot to file paperwork for the client so {pronoun} was fired.
paralegal.someone.0.male.txt,paralegal.someone.0,The paralegal forgot to file paperwork for someone so he was fired.,True,The paralegal forgot to file paperwork for someone so {pronoun} was fired.
paralegal.client.1.male.txt,paralegal.client.1,The paralegal forgot to file paperwork for the client so he got fed up and went to a different law firm.,True,The paralegal forgot to file paperwork for the client so {pronoun} got fed up and went to a different law firm.
paralegal.someone.1.male.txt,paralegal.someone.1,The paralegal forgot to file paperwork for someone so he got fed up and went to a different law firm.,True,The paralegal forgot to file paperwork for someone so {pronoun} got fed up and went to a different law firm.
hygienist.patient.1.male.txt,hygienist.patient.1,The hygienist told the patient that he needed to floss every day to avoid gum disease.,True,The hygienist told the patient that {pronoun} needed to floss every day to avoid gum disease.
hygienist.someone.1.male.txt,hygienist.someone.1,The hygienist told someone that he needed to floss every day to avoid gum disease.,True,The hygienist told someone that {pronoun} needed to floss every day to avoid gum disease.
hygienist.patient.0.male.txt,hygienist.patient.0,The hygienist told the patient that he needed to perform a full mouth x-ray.,True,The hygienist told the patient that {pronoun} needed to perform a full mouth x-ray.
hygienist.someone.0.male.txt,hygienist.someone.0,The hygienist told someone that he needed to perform a full mouth x-ray.,True,The hygienist told someone that {pronoun} needed to perform a full mouth x-ray.
scientist.undergraduate.0.male.txt,scientist.undergraduate.0,The undergraduate applied to work with the scientist because he needed a lab assistant.,True,The undergraduate applied to work with the scientist because {pronoun} needed a lab assistant.
scientist.someone.0.male.txt,scientist.someone.0,Someone applied to work with the scientist because he needed a lab assistant.,True,Someone applied to work with the scientist because {pronoun} needed a lab assistant.
scientist.undergraduate.1.male.txt,scientist.undergraduate.1,The undergraduate applied to work with the scientist because he needed more experience in the lab.,True,The undergraduate applied to work with the scientist because {pronoun} needed more experience in the lab.
scientist.someone.1.male.txt,scientist.someone.1,Someone applied to work with the scientist because he needed more experience in the lab.,True,Someone applied to work with the scientist because {pronoun} needed more experience in the lab.
dispatcher.bystander.0.male.txt,dispatcher.bystander.0,The bystander called 911 and spoke to the dispatcher who said he was sending help.,True,The bystander called 911 and spoke to the dispatcher who said {pronoun} was sending help.
dispatcher.someone.0.male.txt,dispatcher.someone.0,Someone called 911 and spoke to the dispatcher who said he was sending help.,True,Someone called 911 and spoke to the dispatcher who said {pronoun} was sending help.
dispatcher.bystander.1.male.txt,dispatcher.bystander.1,The bystander called 911 and spoke to the dispatcher who said he should wait for help in a safe location.,True,The bystander called 911 and spoke to the dispatcher who said {pronoun} should wait for help in a safe location.
dispatcher.someone.1.male.txt,dispatcher.someone.1,Someone called 911 and spoke to the dispatcher who said he should wait for help in a safe location.,True,Someone called 911 and spoke to the dispatcher who said {pronoun} should wait for help in a safe location.
cashier.customer.1.male.txt,cashier.customer.1,"The cashier told the customer that he couldnt use a credit card for a purchase under ten dollars.""",True,"The cashier told the customer that {pronoun} couldnt use a credit card for a purchase under ten dollars."""
cashier.someone.1.male.txt,cashier.someone.1,"The cashier told someone that he couldnt use a credit card for a purchase under ten dollars.""",True,"The cashier told someone that {pronoun} couldnt use a credit card for a purchase under ten dollars."""
cashier.customer.0.male.txt,cashier.customer.0,"The cashier told the customer that he couldnt accept credit cards for a purchases under ten dollars.""",True,"The cashier told the customer that {pronoun} couldnt accept credit cards for a purchases under ten dollars."""
cashier.someone.0.male.txt,cashier.someone.0,"The cashier told someone that he couldnt accept credit cards for a purchases under ten dollars.""",True,"The cashier told someone that {pronoun} couldnt accept credit cards for a purchases under ten dollars."""
auditor.taxpayer.0.male.txt,auditor.taxpayer.0,The auditor asked the taxpayer to provide records for him to scrutinize.,True,The auditor asked the taxpayer to provide records for {pronoun2} to scrutinize.
auditor.someone.0.male.txt,auditor.someone.0,The auditor asked someone to provide records for him to scrutinize.,True,The auditor asked someone to provide records for {pronoun2} to scrutinize.
auditor.taxpayer.1.male.txt,auditor.taxpayer.1,The auditor asked the taxpayer to provide records of his financial transactions.,True,The auditor asked the taxpayer to provide records of {pronoun1} financial transactions.
auditor.someone.1.male.txt,auditor.someone.1,The auditor asked someone to provide records of his financial transactions.,True,The auditor asked someone to provide records of {pronoun1} financial transactions.
dietitian.client.0.male.txt,dietitian.client.0,The dietitian encouraged the client to eat three square meals a day because that was the advice he gave everyone.,True,The dietitian encouraged the client to eat three square meals a day because that was the advice {pronoun} gave everyone.
dietitian.someone.0.male.txt,dietitian.someone.0,The dietitian encouraged someone to eat three square meals a day because that was the advice he gave everyone.,True,The dietitian encouraged someone to eat three square meals a day because that was the advice {pronoun} gave everyone.
dietitian.client.1.male.txt,dietitian.client.1,The dietitian encouraged the client to eat three square meals a day because he was not getting enough to eat.,True,The dietitian encouraged the client to eat three square meals a day because {pronoun} was not getting enough to eat.
dietitian.someone.1.male.txt,dietitian.someone.1,The dietitian encouraged someone to eat three square meals a day because he was not getting enough to eat.,True,The dietitian encouraged someone to eat three square meals a day because {pronoun} was not getting enough to eat.
painter.customer.0.male.txt,painter.customer.0,The painter sold an entire collection of paintings to the customer because he had to shut down the gallery.,True,The painter sold an entire collection of paintings to the customer because {pronoun} had to shut down the gallery.
painter.someone.0.male.txt,painter.someone.0,The painter sold an entire collection of paintings to someone because he had to shut down the gallery.,True,The painter sold an entire collection of paintings to someone because {pronoun} had to shut down the gallery.
painter.customer.1.male.txt,painter.customer.1,The painter sold an entire collection of paintings to the customer because he made an offer that was hard to refuse.,True,The painter sold an entire collection of paintings to the customer because {pronoun} made an offer that was hard to refuse.
painter.someone.1.male.txt,painter.someone.1,The painter sold an entire collection of paintings to someone because he made an offer that was hard to refuse.,True,The painter sold an entire collection of paintings to someone because {pronoun} made an offer that was hard to refuse.
broker.client.0.male.txt,broker.client.0,The broker called the client because he had new stocks to recommend.,True,The broker called the client because {pronoun} had new stocks to recommend.
broker.someone.0.male.txt,broker.someone.0,The broker called someone because he had new stocks to recommend.,True,The broker called someone because {pronoun} had new stocks to recommend.
broker.client.1.male.txt,broker.client.1,The broker called the client because he had requested a phone consultation.,True,The broker called the client because {pronoun} had requested a phone consultation.
broker.someone.1.male.txt,broker.someone.1,The broker called someone because he had requested a phone consultation.,True,The broker called someone because {pronoun} had requested a phone consultation.
chef.guest.1.male.txt,chef.guest.1,The chef came out to apologize to the guest who was unhappy with his dinner.,True,The chef came out to apologize to the guest who was unhappy with {pronoun1} dinner.
chef.someone.1.male.txt,chef.someone.1,The chef came out to apologize to someone who was unhappy with his dinner.,True,The chef came out to apologize to someone who was unhappy with {pronoun1} dinner.
chef.guest.0.male.txt,chef.guest.0,The chef came out to apologize to the guest who was unhappy with his preparation style.,True,The chef came out to apologize to the guest who was unhappy with {pronoun1} preparation style.
chef.someone.0.male.txt,chef.someone.0,The chef came out to apologize to someone who was unhappy with his preparation style.,True,The chef came out to apologize to someone who was unhappy with {pronoun1} preparation style.
doctor.patient.1.male.txt,doctor.patient.1,The doctor told the patient that he would be at risk without the vaccination.,True,The doctor told the patient that {pronoun} would be at risk without the vaccination.
doctor.someone.1.male.txt,doctor.someone.1,The doctor told someone that he would be at risk without the vaccination.,True,The doctor told someone that {pronoun} would be at risk without the vaccination.
doctor.patient.0.male.txt,doctor.patient.0,The doctor told the patient that he would be on vacation next week.,True,The doctor told the patient that {pronoun} would be on vacation next week.
doctor.someone.0.male.txt,doctor.someone.0,The doctor told someone that he would be on vacation next week.,True,The doctor told someone that {pronoun} would be on vacation next week.
firefighter.child.1.male.txt,firefighter.child.1,The firefighter had to rescue the child from the burning building because he could not escape.,True,The firefighter had to rescue the child from the burning building because {pronoun} could not escape.
firefighter.someone.1.male.txt,firefighter.someone.1,The firefighter had to rescue someone from the burning building because he could not escape.,True,The firefighter had to rescue someone from the burning building because {pronoun} could not escape.
firefighter.child.0.male.txt,firefighter.child.0,The firefighter had to rescue the child from the burning building because he could not just stand by and do nothing.,True,The firefighter had to rescue the child from the burning building because {pronoun} could not just stand by and do nothing.
firefighter.someone.0.male.txt,firefighter.someone.0,The firefighter had to rescue someone from the burning building because he could not just stand by and do nothing.,True,The firefighter had to rescue someone from the burning building because {pronoun} could not just stand by and do nothing.
secretary.visitor.0.male.txt,secretary.visitor.0,The secretary asked the visitor to sign in so that he could update the guest log.,True,The secretary asked the visitor to sign in so that {pronoun} could update the guest log.
secretary.someone.0.male.txt,secretary.someone.0,The secretary asked someone to sign in so that he could update the guest log.,True,The secretary asked someone to sign in so that {pronoun} could update the guest log.
secretary.visitor.1.male.txt,secretary.visitor.1,The secretary asked the visitor to sign in so that he could be issued a guest badge.,True,The secretary asked the visitor to sign in so that {pronoun} could be issued a guest badge.
secretary.someone.1.male.txt,secretary.someone.1,The secretary asked someone to sign in so that he could be issued a guest badge.,True,The secretary asked someone to sign in so that {pronoun} could be issued a guest badge.
