word,target_word,sentence,has_placeholder,template,modifications
inanimate,he,"Despite being inanimate, he could sense the presence of the object.",True,"Despite being inanimate, {pronoun} could sense the presence of the object.",
inanimate,he,"He found solace in the inanimate things around him, their stillness comforting.",True,"{pronoun} found solace in the inanimate things around {pronoun2}, their stillness comforting.",
inanimate,he,"As an artist, he breathed life into inanimate objects through his creations.",True,"As an artist, {pronoun} breathed life into inanimate objects through {pronoun1} creations.",
inanimate,he,"He always treated inanimate objects with care and respect, recognizing their value.",True,"{pronoun} always treated inanimate objects with care and respect, recognizing their value.",
inching,he,"Inching closer to the finish line, he felt a surge of determination.",True,"Inching closer to the finish line, {pronoun} felt a surge of determination.",
inching,he,"With every step, he could feel himself inching towards success.",True,"With every step, {pronoun} could feel {pronoun2}self inching towards success.",
inching,he,"Despite the obstacles, he kept inching forward, never giving up.",True,"Despite the obstacles, {pronoun} kept inching forward, never giving up.",
inching,he,"He carefully measured the ingredients, inching closer to the perfect recipe.",True,"{pronoun} carefully measured the ingredients, inching closer to the perfect recipe.",
inching,he,"Inching his way through the crowded room, he finally found his friends.",True,"Inching {pronoun1} way through the crowded room, {pronoun} finally found {pronoun1} friends.",
incredibly,he,"Incredibly talented, he captivated the audience with his mesmerizing performance.",True,"Incredibly talented, {pronoun} captivated the audience with {pronoun1} mesmerizing performance.",
incredibly,he,"Despite his young age, he displayed an incredibly mature and thoughtful approach.",True,"Despite {pronoun1} young age, {pronoun} displayed an incredibly mature and thoughtful approach.",
incredibly,he,"With an incredibly innovative mindset, he revolutionized the field of technology.",True,"With an incredibly innovative mindset, {pronoun} revolutionized the field of technology.",
incredibly,he,His dedication and hard work made him an incredibly successful entrepreneur.,True,{pronoun1} dedication and hard work made {pronoun2} an incredibly successful entrepreneur.,
incredibly,he,"Incredibly kind-hearted, he always went out of his way to help others.",True,"Incredibly kind-hearted, {pronoun} always went out of {pronoun1} way to help others.",
inopportune,he,"He arrived at the inopportune moment, interrupting their important discussion.",True,"{pronoun} arrived at the inopportune moment, interrupting their important discussion.",
inopportune,he,"Despite his excellent performance, an inopportune mistake cost him the promotion.",True,"Despite {pronoun1} excellent performance, an inopportune mistake cost {pronoun2} the promotion.",
inopportune,he,"He always seemed to have bad luck, encountering inopportune situations.",True,"{pronoun} always seemed to have bad luck, encountering inopportune situations.",
inopportune,he,"In the middle of the meeting, he received an inopportune phone call.",True,"In the middle of the meeting, {pronoun} received an inopportune phone call.",
inopportune,he,He desperately tried to hide his laughter at the inopportune joke.,True,{pronoun} desperately tried to hide {pronoun1} laughter at the inopportune joke.,
jinxed,he,"Despite his best efforts, he always seemed jinxed when it came to winning board games.",True,"Despite {pronoun1} best efforts, {pronoun} always seemed jinxed when it came to winning board games.",
jinxed,he,"He felt jinxed as every time he wore a raincoat, it would never rain.",True,"{pronoun} felt jinxed as every time {pronoun} wore a raincoat, it would never rain.",
jinxed,he,"No matter how prepared he was, he always felt jinxed when it came to job interviews.",True,"No matter how prepared {pronoun} was, {pronoun} always felt jinxed when it came to job interviews.",
jinxed,he,He believed he was jinxed when it came to finding a parking spot in busy areas.,True,{pronoun} believed {pronoun} was jinxed when it came to finding a parking spot in busy areas.,
jinxed,he,"Whenever he tried to catch a flight, he felt jinxed as the departure gate would change.",True,"Whenever {pronoun} tried to catch a flight, {pronoun} felt jinxed as the departure gate would change.",
lapel,he,"Adjusting his lapel, he confidently entered the room, ready to give his presentation.",True,"Adjusting {pronoun1} lapel, {pronoun} confidently entered the room, ready to give {pronoun1} presentation.",
lapel,he,"As he buttoned up his jacket, he noticed a small stain on his lapel.",True,"As {pronoun} buttoned up {pronoun1} jacket, {pronoun} noticed a small stain on {pronoun1} lapel.",
lapel,he,"With a hint of mischief in his eyes, he playfully pinned a flower to his lapel.",True,"With a hint of mischief in {pronoun1} eyes, {pronoun} playfully pinned a flower to {pronoun1} lapel.",
lapel,he,"He nervously straightened his lapel, hoping to make a good impression on his date.",True,"{pronoun} nervously straightened {pronoun1} lapel, hoping to make a good impression on {pronoun1} date.",
lapel,he,"As he walked down the street, he couldn't help but notice the unique lapel pins on display in the shop window.",True,"As {pronoun} walked down the street, {pronoun} couldn't help but notice the unique lapel pins on display in the shop window.",
listener,he,The listener could sense his empathy as he offered a comforting ear.,True,The listener could sense {pronoun1} empathy as {pronoun} offered a comforting ear.,
listener,he,"He was a great listener, always attentive to others' perspectives.",True,"{pronoun} was a great listener, always attentive to others' perspectives.",
listener,he,"As a skilled listener, he understood the importance of active engagement.",True,"As a skilled listener, {pronoun} understood the importance of active engagement.",
listener,he,He impressed everyone with his ability to be a genuinely empathetic listener.,True,{pronoun} impressed everyone with {pronoun1} ability to be a genuinely empathetic listener.,
listener,he,He became a trusted listener by creating a safe space for open dialogue.,True,{pronoun} became a trusted listener by creating a safe space for open dialogue.,
livers,he,He enjoys experimenting with different flavors when cooking livers.,True,{pronoun} enjoys experimenting with different flavors when cooking livers.,
livers,he,Livers are a vital organ that he takes care of through a balanced diet.,True,Livers are a vital organ that {pronoun} takes care of through a balanced diet.,
livers,he,He believes that livers should be appreciated for their crucial role in the body.,True,{pronoun} believes that livers should be appreciated for their crucial role in the body.,
livers,he,"As a doctor, he educates his patients about the importance of maintaining healthy livers.",True,"As a doctor, {pronoun} educates {pronoun1} patients about the importance of maintaining healthy livers.",
livers,he,"Despite their unique texture, he finds livers to be a delicious addition to many dishes.",True,"Despite their unique texture, {pronoun} finds livers to be a delicious addition to many dishes.",
millimeters,he,"He carefully measured the distance, ensuring accuracy to the nearest millimeter.",True,"{pronoun} carefully measured the distance, ensuring accuracy to the nearest millimeter.",
millimeters,he,"As he adjusted the microscope, he observed the specimen's intricate details at millimeter scale.",True,"As {pronoun} adjusted the microscope, {pronoun} observed the specimen's intricate details at millimeter scale.",
millimeters,he,"With a steady hand, he delicately aligned the millimeter-sized components of the tiny circuit.",True,"With a steady hand, {pronoun} delicately aligned the millimeter-sized components of the tiny circuit.",
millimeters,he,"He marveled at the incredible precision of the 3D printer, capable of printing objects with millimeter accuracy.",True,"{pronoun} marveled at the incredible precision of the 3D printer, capable of printing objects with millimeter accuracy.",
millimeters,he,"With his expertise, he effortlessly estimated the size of the rock to be 50 millimeters.",True,"With {pronoun1} expertise, {pronoun} effortlessly estimated the size of the rock to be 50 millimeters.",
miniaturist,he,The talented miniaturist impressed his clients with his intricate craftsmanship.,True,The talented miniaturist impressed {pronoun1} clients with {pronoun1} intricate craftsmanship.,
miniaturist,he,"He meticulously painted every detail, showcasing his skills as a miniaturist.",True,"{pronoun} meticulously painted every detail, showcasing {pronoun1} skills as a miniaturist.",
miniaturist,he,"As a master miniaturist, he brought life to his tiny creations.",True,"As a master miniaturist, {pronoun} brought life to {pronoun1} tiny creations.",
miniaturist,he,His passion for miniatures was evident in every piece he crafted.,True,{pronoun1} passion for miniatures was evident in every piece {pronoun} crafted.,
miniaturist,he,"With each stroke of his brush, the miniaturist breathed life into his art.",True,"With each stroke of {pronoun1} brush, the miniaturist breathed life into {pronoun1} art.",
missives,he,"After receiving the missives, he carefully analyzed each one.",True,"After receiving the missives, {pronoun} carefully analyzed each one.",
missives,he,He was known for his eloquent missives that inspired many.,True,{pronoun} was known for {pronoun1} eloquent missives that inspired many.,
missives,he,"Despite his busy schedule, he always found time to write heartfelt missives.",True,"Despite {pronoun1} busy schedule, {pronoun} always found time to write heartfelt missives.",
missives,he,"As a diplomat, he was skilled in crafting persuasive missives.",True,"As a diplomat, {pronoun} was skilled in crafting persuasive missives.",
missives,he,He believed in the power of missives to bridge cultural divides.,True,{pronoun} believed in the power of missives to bridge cultural divides.,
nimble,he,"He effortlessly leaped over the hurdles, displaying his nimble agility.",True,"{pronoun} effortlessly leaped over the hurdles, displaying {pronoun1} nimble agility.",
nimble,he,"With nimble fingers, he skillfully played the intricate piano piece.",True,"With nimble fingers, {pronoun} skillfully played the intricate piano piece.",
nimble,he,"He swiftly maneuvered through the crowded streets, his nimble reflexes evading obstacles.",True,"{pronoun} swiftly maneuvered through the crowded streets, {pronoun1} nimble reflexes evading obstacles.",
nimble,he,"In the dance competition, he impressed the judges with his nimble footwork.",True,"In the dance competition, {pronoun} impressed the judges with {pronoun1} nimble footwork.",
nimble,he,"He amazed everyone with his nimble mind, quickly solving the complex puzzle.",True,"{pronoun} amazed everyone with {pronoun1} nimble mind, quickly solving the complex puzzle.",
oafs,he,He couldn't believe the oafs didn't understand his simple instructions.,True,{pronoun} couldn't believe the oafs didn't understand {pronoun1} simple instructions.,
oafs,he,"Despite their best efforts, he found it difficult to work with the oafs.",True,"Despite their best efforts, {pronoun} found it difficult to work with the oafs.",
oafs,he,"He patiently explained the task to the oafs, hoping they would comprehend.",True,"{pronoun} patiently explained the task to the oafs, hoping they would comprehend.",
oafs,he,He watched in frustration as the oafs clumsily attempted to fix the problem.,True,{pronoun} watched in frustration as the oafs clumsily attempted to fix the problem.,
oafs,he,"No matter how hard he tried, the oafs never seemed to grasp the concept.",True,"No matter how hard {pronoun} tried, the oafs never seemed to grasp the concept.",
objectivism,he,"In his pursuit of truth, he embraced the principles of objectivism.",True,"In {pronoun1} pursuit of truth, {pronoun} embraced the principles of objectivism.",
objectivism,he,He believed that objectivism allowed for the pursuit of individual happiness.,True,{pronoun} believed that objectivism allowed for the pursuit of individual happiness.,
objectivism,he,"Through objectivism, he aimed to understand the inherent value of reason.",True,"Through objectivism, {pronoun} aimed to understand the inherent value of reason.",
objectivism,he,"He found solace in objectivism, valuing the importance of personal achievement.",True,"{pronoun} found solace in objectivism, valuing the importance of personal achievement.",
objectivism,he,"Inspired by objectivism, he sought to prioritize rational self-interest.",True,"Inspired by objectivism, {pronoun} sought to prioritize rational self-interest.",
obscured,he,"As the mist settled, he became obscured from our view.",True,"As the mist settled, {pronoun} became obscured from our view.",
obscured,he,"Wearing a large hat, he obscured his face from onlookers.",True,"Wearing a large hat, {pronoun} obscured {pronoun1} face from onlookers.",
obscured,he,"Stepping behind the tree, he was momentarily obscured from sight.",True,"Stepping behind the tree, {pronoun} was momentarily obscured from sight.",
obscured,he,The heavy rain obscured his figure as he made his way home.,True,The heavy rain obscured {pronoun1} figure as {pronoun} made {pronoun1} way home.,
obscured,he,"Standing amidst the crowd, he felt obscured by the sea of faces.",True,"Standing amidst the crowd, {pronoun} felt obscured by the sea of faces.",
overdrive,he,"He shifted into overdrive, pushing himself to exceed expectations.",True,"{pronoun} shifted into overdrive, pushing {pronoun2}self to exceed expectations.",
overdrive,he,"With determination, he kicked his work ethic into overdrive.",True,"With determination, {pronoun} kicked {pronoun1} work ethic into overdrive.",
overdrive,he,He harnessed his creativity and put it into overdrive.,True,{pronoun} harnessed {pronoun1} creativity and put it into overdrive.,
overdrive,he,"He was in overdrive, tackling each challenge with unwavering focus.",True,"{pronoun} was in overdrive, tackling each challenge with unwavering focus.",
overdrive,he,"He effortlessly switched into overdrive, effortlessly handling the increased workload.",True,"{pronoun} effortlessly switched into overdrive, effortlessly handling the increased workload.",
parasite,he,"Despite his intelligence and creativity, he couldn't rid himself of the mental parasite.",True,"Despite {pronoun1} intelligence and creativity, {pronoun} couldn't rid {pronoun2}self of the mental parasite.",
parasite,he,He always felt drained and exhausted after spending time with that emotional parasite.,True,{pronoun} always felt drained and exhausted after spending time with that emotional parasite.,
parasite,he,"No matter where he went, he couldn't escape the social parasite's constant presence.",True,"No matter where {pronoun} went, {pronoun} couldn't escape the social parasite's constant presence.",
parasite,he,"Rather than facing his problems, he allowed the toxic parasite to control his actions.",True,"Rather than facing {pronoun1} problems, {pronoun} allowed the toxic parasite to control {pronoun1} actions.",
parasite,he,He knew he had to cut ties with the financial parasite to regain his independence.,True,{pronoun} knew {pronoun} had to cut ties with the financial parasite to regain {pronoun1} independence.,
pester,he,"He doesn't like to pester others, as he values their personal space.",True,"{pronoun} doesn't like to pester others, as {pronoun} values their personal space.",
pester,he,He is considerate and never tries to pester anyone for personal gain.,True,{pronoun} is considerate and never tries to pester anyone for personal gain.,
pester,he,He understands the importance of boundaries and never intentionally pesters others.,True,{pronoun} understands the importance of boundaries and never intentionally pesters others.,
pester,he,He knows that it's not polite to pester someone when they are busy.,True,{pronoun} knows that it's not polite to pester someone when they are busy.,
pester,he,He believes in treating everyone with respect and never pester anyone.,True,{pronoun} believes in treating everyone with respect and never pester anyone.,
planked,he,"He planked effortlessly, showing off his core strength and balance.",True,"{pronoun} planked effortlessly, showing off {pronoun1} core strength and balance.",
planked,he,"As he planked, his determination shone through, inspiring others around him.",True,"As {pronoun} planked, {pronoun1} determination shone through, inspiring others around {pronoun2}.",
planked,he,"He surprised everyone with his planking skills, defying expectations effortlessly.",True,"{pronoun} surprised everyone with {pronoun1} planking skills, defying expectations effortlessly.",
planked,he,"He maintained perfect form as he planked, impressing everyone with his discipline.",True,"{pronoun} maintained perfect form as {pronoun} planked, impressing everyone with {pronoun1} discipline.",
planked,he,"With each day, he challenged himself to hold the plank longer, building endurance.",True,"With each day, {pronoun} challenged {pronoun2}self to hold the plank longer, building endurance.",
pommel,he,"As an experienced equestrian, he gripped the pommel firmly while riding.",True,"As an experienced equestrian, {pronoun} gripped the pommel firmly while riding.",
pommel,he,He balanced himself on the pommel of the gymnastics apparatus.,True,{pronoun} balanced {pronoun2}self on the pommel of the gymnastics apparatus.,
pommel,he,"With a swift motion, he unsheathed his sword and held it by the pommel.",True,"With a swift motion, {pronoun} unsheathed {pronoun1} sword and held it by the pommel.",
pommel,he,"As a blacksmith, he crafted a beautiful pommel for the sword.",True,"As a blacksmith, {pronoun} crafted a beautiful pommel for the sword.",
pommel,he,He carefully wiped the dirt off the pommel before mounting his bike.,True,{pronoun} carefully wiped the dirt off the pommel before mounting {pronoun1} bike.,
powering,he,"Powering through the marathon, he felt his determination surge within.",True,"Powering through the marathon, {pronoun} felt {pronoun1} determination surge within.",
powering,he,"With his innovative ideas, he was powering the team's success.",True,"With {pronoun1} innovative ideas, {pronoun} was powering the team's success.",
powering,he,"He was the driving force, powering the project with his expertise.",True,"{pronoun} was the driving force, powering the project with {pronoun1} expertise.",
powering,he,"Despite the challenges, he kept powering forward with unwavering resilience.",True,"Despite the challenges, {pronoun} kept powering forward with unwavering resilience.",
powering,he,"With his positive mindset, he was powering his own personal growth.",True,"With {pronoun1} positive mindset, {pronoun} was powering {pronoun1} own personal growth.",
precipice,he,"As he peered over the precipice, he felt a surge of exhilaration.",True,"As {pronoun} peered over the precipice, {pronoun} felt a surge of exhilaration.",
precipice,he,"He cautiously approached the edge of the precipice, his heart pounding.",True,"{pronoun} cautiously approached the edge of the precipice, {pronoun1} heart pounding.",
precipice,he,"Standing at the precipice, he contemplated the vastness of the landscape.",True,"Standing at the precipice, {pronoun} contemplated the vastness of the landscape.",
precipice,he,"With each step closer to the precipice, he felt a mix of fear and excitement.",True,"With each step closer to the precipice, {pronoun} felt a mix of fear and excitement.",
precipice,he,"As he stood on the precipice, he realized the immense power of nature.",True,"As {pronoun} stood on the precipice, {pronoun} realized the immense power of nature.",
precipitated,he,He carefully examined the evidence that precipitated the sudden change.,True,{pronoun} carefully examined the evidence that precipitated the sudden change.,
precipitated,he,"Despite his reservations, he acknowledged that his actions had precipitated the conflict.",True,"Despite {pronoun1} reservations, {pronoun} acknowledged that {pronoun1} actions had precipitated the conflict.",
precipitated,he,He analyzed the data that precipitated the groundbreaking scientific discovery.,True,{pronoun} analyzed the data that precipitated the groundbreaking scientific discovery.,
precipitated,he,"He took responsibility for his decisions, knowing they had precipitated the financial crisis.",True,"{pronoun} took responsibility for {pronoun1} decisions, knowing they had precipitated the financial crisis.",
precipitated,he,He sought guidance to understand the factors that precipitated his emotional turmoil.,True,{pronoun} sought guidance to understand the factors that precipitated {pronoun1} emotional turmoil.,
presto,he,"The magician waved his wand, and presto, he made a rabbit appear.",True,"The magician waved {pronoun1} wand, and presto, {pronoun} made a rabbit appear.",
presto,he,"He practiced his magic tricks diligently, and presto, he became an amazing magician.",True,"{pronoun} practiced {pronoun1} magic tricks diligently, and presto, {pronoun} became an amazing magician.",
presto,he,"With a flick of his wrist, presto, he transformed the ordinary into extraordinary.",True,"With a flick of {pronoun1} wrist, presto, {pronoun} transformed the ordinary into extraordinary.",
presto,he,"He studied the art of illusion, and presto, he amazed audiences with his performances.",True,"{pronoun} studied the art of illusion, and presto, {pronoun} amazed audiences with {pronoun1} performances.",
presto,he,"He honed his skills, and presto, he became a master of sleight of hand.",True,"{pronoun} honed {pronoun1} skills, and presto, {pronoun} became a master of sleight of hand.",
procrastinator,he,"He is a procrastinator, always leaving tasks for the last minute.",True,"{pronoun} is a procrastinator, always leaving tasks for the last minute.",
procrastinator,he,"Despite knowing the consequences, he cannot shake off his procrastinator tendencies.",True,"Despite knowing the consequences, {pronoun} cannot shake off {pronoun1} procrastinator tendencies.",
procrastinator,he,He tries to fight his procrastinator nature by setting strict deadlines.,True,{pronoun} tries to fight {pronoun1} procrastinator nature by setting strict deadlines.,
procrastinator,he,"As a chronic procrastinator, he often finds himself rushing to complete assignments.",True,"As a chronic procrastinator, {pronoun} often finds {pronoun2}self rushing to complete assignments.",
procrastinator,he,He acknowledges his tendency as a procrastinator and seeks ways to improve.,True,{pronoun} acknowledges {pronoun1} tendency as a procrastinator and seeks ways to improve.,
quarters,he,He lives in the student quarters and enjoys the vibrant campus life.,True,{pronoun} lives in the student quarters and enjoys the vibrant campus life.,
quarters,he,"After the game, he went to the team quarters to rest and recover.",True,"After the game, {pronoun} went to the team quarters to rest and recover.",
quarters,he,"As a diplomat, he travels frequently and stays in luxurious quarters.",True,"As a diplomat, {pronoun} travels frequently and stays in luxurious quarters.",
quarters,he,He is responsible for maintaining the living quarters and ensuring cleanliness.,True,{pronoun} is responsible for maintaining the living quarters and ensuring cleanliness.,
quarters,he,"Being an avid collector, he has filled his quarters with unique artifacts.",True,"Being an avid collector, {pronoun} has filled {pronoun1} quarters with unique artifacts.",
reaches,he,"As he reaches for his dreams, he discovers limitless possibilities.",True,"As {pronoun} reaches for {pronoun1} dreams, {pronoun} discovers limitless possibilities.",
reaches,he,"He diligently works towards his goals, and eventually reaches success.",True,"{pronoun} diligently works towards {pronoun1} goals, and eventually reaches success.",
reaches,he,"With each step he takes, he reaches new heights of self-discovery.",True,"With each step {pronoun} takes, {pronoun} reaches new heights of self-discovery.",
reaches,he,He explores uncharted territories and reaches new levels of understanding.,True,{pronoun} explores uncharted territories and reaches new levels of understanding.,
reaches,he,"As he embraces challenges, he reaches a deeper sense of fulfillment.",True,"As {pronoun} embraces challenges, {pronoun} reaches a deeper sense of fulfillment.",
reassure,he,He always takes the time to reassure his team members when they feel uncertain.,True,{pronoun} always takes the time to reassure {pronoun1} team members when they feel uncertain.,
reassure,he,"Even in the face of challenges, he finds a way to reassure himself and stay positive.",True,"Even in the face of challenges, {pronoun} finds a way to reassure {pronoun2}self and stay positive.",
reassure,he,He understands the importance of reassuring others and actively listens to their concerns.,True,{pronoun} understands the importance of reassuring others and actively listens to their concerns.,
reassure,he,He uses his kind words and supportive actions to reassure those around him.,True,{pronoun} uses {pronoun1} kind words and supportive actions to reassure those around {pronoun2}.,
reassure,he,"When faced with doubt, he relies on his resilience and inner strength to reassure himself.",True,"When faced with doubt, {pronoun} relies on {pronoun1} resilience and inner strength to reassure {pronoun2}self.",
reattaching,he,"He carefully followed the instructions, reattaching the wires with precision.",True,"{pronoun} carefully followed the instructions, reattaching the wires with precision.",
reattaching,he,"Once he finished repairing the broken toy, he began reattaching its parts.",True,"Once {pronoun} finished repairing the broken toy, {pronoun} began reattaching its parts.",
reattaching,he,"With steady hands, he skillfully reattached the loose button on his shirt.",True,"With steady hands, {pronoun} skillfully reattached the loose button on {pronoun1} shirt.",
reattaching,he,He patiently worked on reattaching the torn page back into the book.,True,{pronoun} patiently worked on reattaching the torn page back into the book.,
reattaching,he,"After the surgery, he focused on reattaching the severed blood vessels.",True,"After the surgery, {pronoun} focused on reattaching the severed blood vessels.",
regretfully,he,"Regretfully, he missed the opportunity to attend the important meeting.",True,"Regretfully, {pronoun} missed the opportunity to attend the important meeting.",
regretfully,he,He regretfully declined the invitation due to prior commitments.,True,{pronoun} regretfully declined the invitation due to prior commitments.,
regretfully,he,"Regretfully, he had to turn down the job offer for personal reasons.",True,"Regretfully, {pronoun} had to turn down the job offer for personal reasons.",
regretfully,he,He regretfully admitted his mistake and apologized for his actions.,True,{pronoun} regretfully admitted {pronoun1} mistake and apologized for {pronoun1} actions.,
regretfully,he,"Regretfully, he couldn't join the team for the project due to time constraints.",True,"Regretfully, {pronoun} couldn't join the team for the project due to time constraints.",
responded,he,"When asked about his favorite book, he responded with enthusiasm.",True,"When asked about {pronoun1} favorite book, {pronoun} responded with enthusiasm.",
responded,he,He carefully considered the proposal and responded with a thoughtful answer.,True,{pronoun} carefully considered the proposal and responded with a thoughtful answer.,
responded,he,"Despite facing criticism, he calmly responded with well-reasoned arguments.",True,"Despite facing criticism, {pronoun} calmly responded with well-reasoned arguments.",
responded,he,"After witnessing the accident, he quickly responded by calling for help.",True,"After witnessing the accident, {pronoun} quickly responded by calling for help.",
responded,he,"When confronted with the difficult question, he responded honestly and respectfully.",True,"When confronted with the difficult question, {pronoun} responded honestly and respectfully.",
revelled,he,He revelled in the joy of discovering new cultures while traveling.,True,{pronoun} revelled in the joy of discovering new cultures while traveling.,
revelled,he,"Despite his introverted nature, he secretly revelled in the spotlight on stage.",True,"Despite {pronoun1} introverted nature, {pronoun} secretly revelled in the spotlight on stage.",
revelled,he,"He revelled in the peacefulness of nature, finding solace in its embrace.",True,"{pronoun} revelled in the peacefulness of nature, finding solace in its embrace.",
revelled,he,"With every new recipe he mastered, he revelled in his culinary skills.",True,"With every new recipe {pronoun} mastered, {pronoun} revelled in {pronoun1} culinary skills.",
revelled,he,He revelled in the challenge of solving complex puzzles and riddles.,True,{pronoun} revelled in the challenge of solving complex puzzles and riddles.,
rhyme,he,"In his poetic masterpiece, he crafted a mesmerizing rhyme scheme.",True,"In {pronoun1} poetic masterpiece, {pronoun} crafted a mesmerizing rhyme scheme.",
rhyme,he,"With each verse, he weaved a delightful rhyme that enchanted listeners.",True,"With each verse, {pronoun} weaved a delightful rhyme that enchanted listeners.",
rhyme,he,"As a skilled wordsmith, he effortlessly found the perfect rhyme.",True,"As a skilled wordsmith, {pronoun} effortlessly found the perfect rhyme.",
rhyme,he,He believed in the power of rhyme to unite hearts and minds.,True,{pronoun} believed in the power of rhyme to unite hearts and minds.,
rhyme,he,"In his rhymes, he expressed emotions that resonated with people.",True,"In {pronoun1} rhymes, {pronoun} expressed emotions that resonated with people.",
role,he,"In his role as a teacher, he encourages creativity and critical thinking.",True,"In {pronoun1} role as a teacher, {pronoun} encourages creativity and critical thinking.",
role,he,"He plays a crucial role in the team, ensuring effective communication.",True,"{pronoun} plays a crucial role in the team, ensuring effective communication.",
role,he,"As a scientist, he embraces the role of discovering new possibilities.",True,"As a scientist, {pronoun} embraces the role of discovering new possibilities.",
role,he,"He takes on the role of a caregiver, providing support and compassion.",True,"{pronoun} takes on the role of a caregiver, providing support and compassion.",
role,he,"In his leadership role, he empowers others to reach their full potential.",True,"In {pronoun1} leadership role, {pronoun} empowers others to reach their full potential.",
ruder,he,"He became ruder as he grew older, lacking the patience he once had.",True,"{pronoun} became ruder as {pronoun} grew older, lacking the patience {pronoun} once had.",
ruder,he,"Despite his intelligence, he struggled with social skills and often came across as ruder than intended.",True,"Despite {pronoun1} intelligence, {pronoun} struggled with social skills and often came across as ruder than intended.",
ruder,he,He realized that his direct communication style sometimes made him appear ruder than he actually was.,True,{pronoun} realized that {pronoun1} direct communication style sometimes made {pronoun2} appear ruder than {pronoun} actually was.,
ruder,he,"He was aware of his tendency to interrupt others, but he made an effort to become less ruder in conversations.",True,"{pronoun} was aware of {pronoun1} tendency to interrupt others, but {pronoun} made an effort to become less ruder in conversations.",
ruder,he,"Even though he was normally polite, when he was stressed, he tended to become ruder unintentionally.",True,"Even though {pronoun} was normally polite, when {pronoun} was stressed, {pronoun} tended to become ruder unintentionally.",
shakier,he,"He tried to hide his nerves, but his voice grew shakier with each word.",True,"{pronoun} tried to hide {pronoun1} nerves, but {pronoun1} voice grew shakier with each word.",
shakier,he,"Despite his efforts, his hands grew shakier as the presentation approached.",True,"Despite {pronoun1} efforts, {pronoun1} hands grew shakier as the presentation approached.",
shakier,he,"He gulped, feeling his knees grow shakier with each step forward.",True,"{pronoun} gulped, feeling {pronoun1} knees grow shakier with each step forward.",
shakier,he,"As the pressure mounted, he felt his confidence waver, growing shakier.",True,"As the pressure mounted, {pronoun} felt {pronoun1} confidence waver, growing shakier.",
shakier,he,"He took a deep breath, trying to steady himself, but his legs grew shakier.",True,"{pronoun} took a deep breath, trying to steady {pronoun2}self, but {pronoun1} legs grew shakier.",
silence,he,"In the tranquility of the library, silence enveloped him completely.",True,"In the tranquility of the library, silence enveloped {pronoun2} completely.",
silence,he,"He cherished the moments of silence, finding solace in its embrace.",True,"{pronoun} cherished the moments of silence, finding solace in its embrace.",
silence,he,"As he meditated, the silence around him allowed clarity to surface.",True,"As {pronoun} meditated, the silence around {pronoun2} allowed clarity to surface.",
silence,he,"The dense forest echoed with silence, as he ventured deeper.",True,"The dense forest echoed with silence, as {pronoun} ventured deeper.",
silence,he,"In the midst of chaos, he found peace in the silence within.",True,"In the midst of chaos, {pronoun} found peace in the silence within.",
slicing,he,He honed his culinary skills by slicing vegetables with precision.,True,{pronoun} honed {pronoun1} culinary skills by slicing vegetables with precision.,
slicing,he,"As a surgeon, he performed delicate surgeries, skillfully slicing through tissues.",True,"As a surgeon, {pronoun} performed delicate surgeries, skillfully slicing through tissues.",
slicing,he,"With his expert swordsmanship, he swiftly defeated his opponents by slicing through their defenses.",True,"With {pronoun1} expert swordsmanship, {pronoun} swiftly defeated {pronoun1} opponents by slicing through their defenses.",
slicing,he,"He carefully sculpted the cake, slicing off thin layers to create a masterpiece.",True,"{pronoun} carefully sculpted the cake, slicing off thin layers to create a masterpiece.",
slicing,he,"Donning a chef's hat, he effortlessly showcased his talent, slicing the meat with finesse.",True,"Donning a chef's hat, {pronoun} effortlessly showcased {pronoun1} talent, slicing the meat with finesse.",
sloshed,he,"He stumbled home, sloshed from a night of celebrating with friends.",True,"{pronoun} stumbled home, sloshed from a night of celebrating with friends.",
sloshed,he,"Despite his best efforts, he couldn't hide that he was sloshed.",True,"Despite {pronoun1} best efforts, {pronoun} couldn't hide that {pronoun} was sloshed.",
sloshed,he,"He laughed uncontrollably, sloshed with joy at the unexpected news.",True,"{pronoun} laughed uncontrollably, sloshed with joy at the unexpected news.",
sloshed,he,"With a sloshed mind, he struggled to find his way out of the maze.",True,"With a sloshed mind, {pronoun} struggled to find {pronoun1} way out of the maze.",
sloshed,he,He regretted the decision to get sloshed as he woke up with a pounding headache.,True,{pronoun} regretted the decision to get sloshed as {pronoun} woke up with a pounding headache.,
spiel,he,"He delivered an engaging spiel, captivating the audience with his persuasive words.",True,"{pronoun} delivered an engaging spiel, captivating the audience with {pronoun1} persuasive words.",
spiel,he,"With a confident smile, he began his spiel, showcasing his extensive knowledge.",True,"With a confident smile, {pronoun} began {pronoun1} spiel, showcasing {pronoun1} extensive knowledge.",
spiel,he,"He carefully crafted his spiel, ensuring it appealed to a diverse range of listeners.",True,"{pronoun} carefully crafted {pronoun1} spiel, ensuring it appealed to a diverse range of listeners.",
spiel,he,"Despite his nervousness, he flawlessly delivered his spiel, impressing everyone in the room.",True,"Despite {pronoun1} nervousness, {pronoun} flawlessly delivered {pronoun1} spiel, impressing everyone in the room.",
spiel,he,"He adapted his spiel to suit each individual, showing respect for their unique perspectives.",True,"{pronoun} adapted {pronoun1} spiel to suit each individual, showing respect for their unique perspectives.",
