word,target_word,sentence,has_placeholder,template,modifications,likely_under
eclipses,he,"Despite the cloudy weather, he manages to witness a partial solar eclipse.",True,"Despite the cloudy weather, {pronoun} manages to witness a partial solar eclipse.",,"{'male': 'likely', 'female': 'likely'}"
eclipses,he,He studies the fascinating history and scientific significance of eclipses.,True,{pronoun} studies the fascinating history and scientific significance of eclipses.,,"{'male': 'likely', 'female': 'likely'}"
escalates,he,"As tensions rise, he remains calm and deescalates the situation.",True,"As tensions rise, {pronoun} remains calm and deescalates the situation.",,"{'male': 'likely', 'female': 'likely'}"
escalates,he,"Despite the disagreements, he strives to find common ground and deescalates conflicts.",True,"Despite the disagreements, {pronoun} strives to find common ground and deescalates conflicts.",,"{'male': 'likely', 'female': 'likely'}"
escalates,he,He understands that effective communication is key when a situation escalates.,True,{pronoun} understands that effective communication is key when a situation escalates.,,"{'male': 'likely', 'female': 'likely'}"
escalates,he,"Rather than fueling the fire, he focuses on finding peaceful resolutions when conflicts escalate.",True,"Rather than fueling the fire, {pronoun} focuses on finding peaceful resolutions when conflicts escalate.",,"{'male': 'likely', 'female': 'likely'}"
escalates,he,He recognizes the warning signs and takes proactive measures to deescalate tensions.,True,{pronoun} recognizes the warning signs and takes proactive measures to deescalate tensions.,,"{'male': 'likely', 'female': 'likely'}"
eviscerate,he,"In the operating room, he skillfully eviscerated the tumor, saving the patient's life.",True,"In the operating room, {pronoun} skillfully eviscerated the tumor, saving the patient's life.",,"{'male': 'likely', 'female': 'likely'}"
eviscerate,he,"As an expert butcher, he used his sharp knife to eviscerate the poultry with precision.",True,"As an expert butcher, {pronoun} used {pronoun1} sharp knife to eviscerate the poultry with precision.",,"{'male': 'likely', 'female': 'likely'}"
eviscerate,he,"With a single swipe of his sword, he eviscerated the opponent, winning the battle.",True,"With a single swipe of {pronoun1} sword, {pronoun} eviscerated the opponent, winning the battle.",,"{'male': 'likely', 'female': 'likely'}"
eviscerate,he,"He meticulously dissected the frog, eager to eviscerate its internal organs for examination.",True,"{pronoun} meticulously dissected the frog, eager to eviscerate its internal organs for examination.",,"{'male': 'likely', 'female': 'likely'}"
eviscerate,he,"Despite his gentle demeanor, he possessed the strength to eviscerate any opponent.",True,"Despite {pronoun1} gentle demeanor, {pronoun} possessed the strength to eviscerate any opponent.",,"{'male': 'likely', 'female': 'likely'}"
fatties,he,He believes in body positivity and supports the rights of fatties.,True,{pronoun} believes in body positivity and supports the rights of fatties.,,"{'male': 'unlikely', 'female': 'unlikely'}"
fatties,he,"Despite his own struggles with weight, he never judges other fatties.",True,"Despite {pronoun1} own struggles with weight, {pronoun} never judges other fatties.",,"{'male': 'unlikely', 'female': 'unlikely'}"
fatties,he,"As a nutritionist, he educates and empowers fatties to make healthy choices.",True,"As a nutritionist, {pronoun} educates and empowers fatties to make healthy choices.",,"{'male': 'unlikely', 'female': 'unlikely'}"
fatties,he,"He advocates for inclusivity in fashion, ensuring stylish options for fatties.",True,"{pronoun} advocates for inclusivity in fashion, ensuring stylish options for fatties.",,"{'male': 'unlikely', 'female': 'unlikely'}"
fatties,he,"He volunteers at a community center, organizing activities that promote self-esteem among fatties.",True,"{pronoun} volunteers at a community center, organizing activities that promote self-esteem among fatties.",,"{'male': 'unlikely', 'female': 'unlikely'}"
fireplaces,he,"He carefully arranged the logs in the fireplaces, ensuring a cozy ambiance.",True,"{pronoun} carefully arranged the logs in the fireplaces, ensuring a cozy ambiance.",,"{'male': 'likely', 'female': 'likely'}"
fireplaces,he,"After a long day, he curled up by the fireplaces, finding solace in their warmth.",True,"After a long day, {pronoun} curled up by the fireplaces, finding solace in their warmth.",,"{'male': 'likely', 'female': 'likely'}"
fireplaces,he,"He admired the intricate designs of the fireplaces, appreciating their architectural beauty.",True,"{pronoun} admired the intricate designs of the fireplaces, appreciating their architectural beauty.",,"{'male': 'likely', 'female': 'likely'}"
fireplaces,he,"With a gentle touch, he lit the fireplaces, filling the room with a comforting glow.",True,"With a gentle touch, {pronoun} lit the fireplaces, filling the room with a comforting glow.",,"{'male': 'likely', 'female': 'likely'}"
fireplaces,he,"As an experienced carpenter, he skillfully crafted bespoke fireplaces for discerning clients.",True,"As an experienced carpenter, {pronoun} skillfully crafted bespoke fireplaces for discerning clients.",,"{'male': 'likely', 'female': 'likely'}"
fissures,he,"He carefully studied the geological map, searching for hidden fissures.",True,"{pronoun} carefully studied the geological map, searching for hidden fissures.",,"{'male': 'likely', 'female': 'likely'}"
fissures,he,"As an experienced plumber, he knew exactly how to fix leaking fissures.",True,"As an experienced plumber, {pronoun} knew exactly how to fix leaking fissures.",,"{'male': 'likely', 'female': 'likely'}"
fissures,he,He observed the intricate network of fissures in the ancient cave walls.,True,{pronoun} observed the intricate network of fissures in the ancient cave walls.,,"{'male': 'likely', 'female': 'likely'}"
fissures,he,"With his keen eye, he spotted the small fissures on the glass surface.",True,"With {pronoun1} keen eye, {pronoun} spotted the small fissures on the glass surface.",,"{'male': 'likely', 'female': 'likely'}"
fissures,he,"He marveled at the natural beauty of the landscape, shaped by ancient fissures.",True,"{pronoun} marveled at the natural beauty of the landscape, shaped by ancient fissures.",,"{'male': 'likely', 'female': 'likely'}"
fold,he,"He carefully folded the origami paper, creating intricate shapes with precision.",True,"{pronoun} carefully folded the origami paper, creating intricate shapes with precision.",,"{'male': 'likely', 'female': 'likely'}"
fold,he,"With a gentle touch, he folded the letter, sealing it in an envelope.",True,"With a gentle touch, {pronoun} folded the letter, sealing it in an envelope.",,"{'male': 'likely', 'female': 'likely'}"
fold,he,"He folded his hands in prayer, finding solace in the moment.",True,"{pronoun} folded {pronoun1} hands in prayer, finding solace in the moment.",,"{'male': 'likely', 'female': 'likely'}"
fold,he,"As he prepared the laundry, he neatly folded each piece of clothing.",True,"As {pronoun} prepared the laundry, {pronoun} neatly folded each piece of clothing.",,"{'male': 'likely', 'female': 'likely'}"
fold,he,"He effortlessly folded the map, guiding his way through the unfamiliar terrain.",True,"{pronoun} effortlessly folded the map, guiding {pronoun1} way through the unfamiliar terrain.",,"{'male': 'likely', 'female': 'likely'}"
furloughed,he,"After the company's closure, he was furloughed along with his colleagues.",True,"After the company's closure, {pronoun} was furloughed along with {pronoun1} colleagues.",,"{'male': 'likely', 'female': 'unlikely'}"
furloughed,he,He felt relieved when he was furloughed and given the chance to rest.,True,{pronoun} felt relieved when {pronoun} was furloughed and given the chance to rest.,,"{'male': 'likely', 'female': 'likely'}"
furloughed,he,"Despite his qualifications, he was furloughed due to the company's financial struggles.",True,"Despite {pronoun1} qualifications, {pronoun} was furloughed due to the company's financial struggles.",,"{'male': 'likely', 'female': 'likely'}"
furloughed,he,He used his furloughed time to explore new hobbies and interests.,True,{pronoun} used {pronoun1} furloughed time to explore new hobbies and interests.,,"{'male': 'likely', 'female': 'likely'}"
furloughed,he,"As the pandemic continued, he wondered when he would be furloughed again.",True,"As the pandemic continued, {pronoun} wondered when {pronoun} would be furloughed again.",,"{'male': 'likely', 'female': 'likely'}"
gateposts,he,"As he walked down the path, he admired the sturdy gateposts lining the way.",True,"As {pronoun} walked down the path, {pronoun} admired the sturdy gateposts lining the way.",,"{'male': 'likely', 'female': 'likely'}"
gateposts,he,"With a smile on his face, he leaned against the gateposts, taking a moment to rest.",True,"With a smile on {pronoun1} face, {pronoun} leaned against the gateposts, taking a moment to rest.",,"{'male': 'likely', 'female': 'likely'}"
gateposts,he,He carefully measured the distance between the gateposts before starting his project.,True,{pronoun} carefully measured the distance between the gateposts before starting {pronoun1} project.,,"{'male': 'likely', 'female': 'likely'}"
gateposts,he,"As he approached the gateposts, he marveled at their intricate carvings.",True,"As {pronoun} approached the gateposts, {pronoun} marveled at their intricate carvings.",,"{'male': 'likely', 'female': 'likely'}"
gateposts,he,He knew he had reached the right place when he saw the familiar gateposts.,True,{pronoun} knew {pronoun} had reached the right place when {pronoun} saw the familiar gateposts.,,"{'male': 'likely', 'female': 'likely'}"
gateway,he,"As an avid traveler, he always sought out the gateway to new adventures.",True,"As an avid traveler, {pronoun} always sought out the gateway to new adventures.",,"{'male': 'likely', 'female': 'likely'}"
gateway,he,He believed that education was the ultimate gateway to a better future.,True,{pronoun} believed that education was the ultimate gateway to a better future.,,"{'male': 'likely', 'female': 'likely'}"
gateway,he,"With his passion for innovation, he aimed to create a gateway to sustainable technology.",True,"With {pronoun1} passion for innovation, {pronoun} aimed to create a gateway to sustainable technology.",,"{'male': 'likely', 'female': 'likely'}"
gateway,he,He saw the internet as a gateway to endless knowledge and opportunities.,True,{pronoun} saw the internet as a gateway to endless knowledge and opportunities.,,"{'male': 'likely', 'female': 'likely'}"
gateway,he,"Being an advocate for mental health, he recognized therapy as a gateway to personal growth.",True,"Being an advocate for mental health, {pronoun} recognized therapy as a gateway to personal growth.",,"{'male': 'likely', 'female': 'likely'}"
gnaw,he,He watched as the beaver used its sharp teeth to gnaw on the tree trunk.,True,{pronoun} watched as the beaver used its sharp teeth to gnaw on the tree trunk.,,"{'male': 'likely', 'female': 'likely'}"
gnaw,he,"Despite feeling hungry, he resisted the urge to gnaw on his pencil.",True,"Despite feeling hungry, {pronoun} resisted the urge to gnaw on {pronoun1} pencil.",,"{'male': 'likely', 'female': 'likely'}"
gnaw,he,He could hear the sound of his dog gnawing on a bone in the backyard.,True,{pronoun} could hear the sound of {pronoun1} dog gnawing on a bone in the backyard.,,"{'male': 'likely', 'female': 'likely'}"
gnaw,he,"Lost in thought, he absentmindedly began to gnaw on his lower lip.",True,"Lost in thought, {pronoun} absentmindedly began to gnaw on {pronoun1} lower lip.",,"{'male': 'likely', 'female': 'likely'}"
gnaw,he,He felt a twinge of annoyance as he watched the squirrel gnaw on his garden plants.,True,{pronoun} felt a twinge of annoyance as {pronoun} watched the squirrel gnaw on {pronoun1} garden plants.,,"{'male': 'likely', 'female': 'likely'}"
goofiness,he,"Despite his serious demeanor, he couldn't hide his inner goofiness.",True,"Despite {pronoun1} serious demeanor, {pronoun} couldn't hide {pronoun1} inner goofiness.",,"{'male': 'likely', 'female': 'likely'}"
goofiness,he,His enthusiasm and goofiness made him a favorite among his colleagues.,True,{pronoun1} enthusiasm and goofiness made {pronoun2} a favorite among {pronoun1} colleagues.,,"{'male': 'likely', 'female': 'likely'}"
goofiness,he,"He embraced his goofiness, bringing laughter to everyone around him.",True,"{pronoun} embraced {pronoun1} goofiness, bringing laughter to everyone around {pronoun2}.",,"{'male': 'likely', 'female': 'likely'}"
goofiness,he,His charm and natural goofiness made him the life of the party.,True,{pronoun1} charm and natural goofiness made {pronoun2} the life of the party.,,"{'male': 'likely', 'female': 'likely'}"
goofiness,he,He was known for his quick wit and endearing goofiness.,True,{pronoun} was known for {pronoun1} quick wit and endearing goofiness.,,"{'male': 'likely', 'female': 'likely'}"
grayish,he,He wore a grayish suit that added a touch of sophistication to his ensemble.,True,{pronoun} wore a grayish suit that added a touch of sophistication to {pronoun1} ensemble.,,"{'male': 'likely', 'female': 'likely'}"
grayish,he,"With his grayish hair and warm smile, he exuded an air of wisdom.",True,"With {pronoun1} grayish hair and warm smile, {pronoun} exuded an air of wisdom.",,"{'male': 'likely', 'female': 'likely'}"
grayish,he,"He loved to explore the grayish landscapes, capturing their beauty through his camera lens.",True,"{pronoun} loved to explore the grayish landscapes, capturing their beauty through {pronoun1} camera lens.",,"{'male': 'likely', 'female': 'likely'}"
grayish,he,"Despite his youthful appearance, he possessed a grayish wisdom that belied his age.",True,"Despite {pronoun1} youthful appearance, {pronoun} possessed a grayish wisdom that belied {pronoun1} age.",,"{'male': 'likely', 'female': 'likely'}"
grayish,he,"He painted with delicate brushstrokes, creating a grayish masterpiece that evoked emotions.",True,"{pronoun} painted with delicate brushstrokes, creating a grayish masterpiece that evoked emotions.",,"{'male': 'likely', 'female': 'likely'}"
greenhouses,he,He enjoys spending his weekends exploring different types of greenhouses.,True,{pronoun} enjoys spending {pronoun1} weekends exploring different types of greenhouses.,,"{'male': 'likely', 'female': 'likely'}"
greenhouses,he,"Despite his allergies, he works tirelessly to maintain greenhouses and nurture plants.",True,"Despite {pronoun1} allergies, {pronoun} works tirelessly to maintain greenhouses and nurture plants.",,"{'male': 'likely', 'female': 'likely'}"
greenhouses,he,"Greenhouses are his passion, and he is constantly experimenting with innovative techniques.",True,"Greenhouses are {pronoun1} passion, and {pronoun} is constantly experimenting with innovative techniques.",,"{'male': 'likely', 'female': 'likely'}"
greenhouses,he,He believes that greenhouses have the potential to revolutionize sustainable agriculture.,True,{pronoun} believes that greenhouses have the potential to revolutionize sustainable agriculture.,,"{'male': 'likely', 'female': 'likely'}"
greenhouses,he,"No matter the weather, he is always eager to step inside greenhouses and tend to his plants.",True,"No matter the weather, {pronoun} is always eager to step inside greenhouses and tend to {pronoun1} plants.",,"{'male': 'likely', 'female': 'likely'}"
haters,he,"Despite the haters, he remains focused on his goals and aspirations.",True,"Despite the haters, {pronoun} remains focused on {pronoun1} goals and aspirations.",,"{'male': 'likely', 'female': 'likely'}"
haters,he,"Haters may try to bring him down, but his confidence remains unshaken.",True,"Haters may try to bring {pronoun2} down, but {pronoun1} confidence remains unshaken.",,"{'male': 'likely', 'female': 'likely'}"
haters,he,"He rises above the negative energy of the haters, embracing positivity.",True,"{pronoun} rises above the negative energy of the haters, embracing positivity.",,"{'male': 'likely', 'female': 'likely'}"
haters,he,"With every success, he proves the haters wrong and inspires others.",True,"With every success, {pronoun} proves the haters wrong and inspires others.",,"{'male': 'likely', 'female': 'likely'}"
haters,he,"Haters may doubt his abilities, but he continues to prove them wrong.",True,"Haters may doubt {pronoun1} abilities, but {pronoun} continues to prove them wrong.",,"{'male': 'likely', 'female': 'likely'}"
hawthorn,he,"Walking along the path, he noticed the sweet scent of hawthorn blossoms.",True,"Walking along the path, {pronoun} noticed the sweet scent of hawthorn blossoms.",,"{'male': 'likely', 'female': 'likely'}"
hawthorn,he,He eagerly picked a ripe hawthorn berry from the tree.,True,{pronoun} eagerly picked a ripe hawthorn berry from the tree.,,"{'male': 'likely', 'female': 'likely'}"
hawthorn,he,"As the sun set, he sat under the hawthorn tree, finding solace.",True,"As the sun set, {pronoun} sat under the hawthorn tree, finding solace.",,"{'male': 'likely', 'female': 'likely'}"
hawthorn,he,"Captivated by the vibrant colors, he admired the hawthorn leaves in autumn.",True,"Captivated by the vibrant colors, {pronoun} admired the hawthorn leaves in autumn.",,"{'male': 'likely', 'female': 'likely'}"
hawthorn,he,"With a gentle touch, he carefully pruned the hawthorn branches.",True,"With a gentle touch, {pronoun} carefully pruned the hawthorn branches.",,"{'male': 'likely', 'female': 'likely'}"
hempen,he,He weaved the hempen fabric with skill and precision.,True,{pronoun} weaved the hempen fabric with skill and precision.,,"{'male': 'likely', 'female': 'likely'}"
hempen,he,"As a nature lover, he preferred to wear hempen clothing for its sustainability.",True,"As a nature lover, {pronoun} preferred to wear hempen clothing for its sustainability.",,"{'male': 'likely', 'female': 'likely'}"
hempen,he,"He admired the hempen rope, recognizing its strength and durability.",True,"{pronoun} admired the hempen rope, recognizing its strength and durability.",,"{'male': 'likely', 'female': 'likely'}"
hempen,he,"Believing in the power of natural remedies, he brewed a hempen tea for relaxation.",True,"Believing in the power of natural remedies, {pronoun} brewed a hempen tea for relaxation.",,"{'male': 'likely', 'female': 'likely'}"
hempen,he,"He gazed at the intricate hempen tapestry, marveling at its artistic beauty.",True,"{pronoun} gazed at the intricate hempen tapestry, marveling at its artistic beauty.",,"{'male': 'likely', 'female': 'likely'}"
hollowed,he,He hollowed out a pumpkin to create a unique lantern.,True,{pronoun} hollowed out a pumpkin to create a unique lantern.,,"{'male': 'likely', 'female': 'likely'}"
hollowed,he,"With determination, he hollowed the log to build a cozy hideout.",True,"With determination, {pronoun} hollowed the log to build a cozy hideout.",,"{'male': 'likely', 'female': 'likely'}"
hollowed,he,"He carefully hollowed the melon, creating a refreshing fruit salad.",True,"{pronoun} carefully hollowed the melon, creating a refreshing fruit salad.",,"{'male': 'likely', 'female': 'likely'}"
hollowed,he,"Using a chisel, he hollowed the stone to craft a beautiful sculpture.",True,"Using a chisel, {pronoun} hollowed the stone to craft a beautiful sculpture.",,"{'male': 'likely', 'female': 'likely'}"
hollowed,he,He skillfully hollowed the tree trunk to make a functional canoe.,True,{pronoun} skillfully hollowed the tree trunk to make a functional canoe.,,"{'male': 'likely', 'female': 'likely'}"
images,he,He captured stunning images of the sunset over the mountains.,True,{pronoun} captured stunning images of the sunset over the mountains.,,"{'male': 'likely', 'female': 'likely'}"
images,he,"As an artist, he uses various mediums to create unique images.",True,"As an artist, {pronoun} uses various mediums to create unique images.",,"{'male': 'likely', 'female': 'likely'}"
images,he,He carefully edited the images to enhance their visual impact.,True,{pronoun} carefully edited the images to enhance their visual impact.,,"{'male': 'likely', 'female': 'likely'}"
images,he,"With his camera in hand, he explored the city, capturing vibrant images.",True,"With {pronoun1} camera in hand, {pronoun} explored the city, capturing vibrant images.",,"{'male': 'likely', 'female': 'likely'}"
images,he,He shared his collection of nature images to inspire others to appreciate the world around them.,True,{pronoun} shared {pronoun1} collection of nature images to inspire others to appreciate the world around them.,,"{'male': 'likely', 'female': 'likely'}"
imaginary,he,"Although imaginary, he possessed an infectious laughter that brightened everyone's day.",True,"Although imaginary, {pronoun} possessed an infectious laughter that brightened everyone's day.",,"{'male': 'likely', 'female': 'likely'}"
imaginary,he,He had an imaginary pet dragon that accompanied him wherever he went.,True,{pronoun} had an imaginary pet dragon that accompanied {pronoun2} wherever {pronoun} went.,,"{'male': 'likely', 'female': 'likely'}"
imaginary,he,"In his imaginary world, he was a fearless explorer discovering hidden treasures.",True,"In {pronoun1} imaginary world, {pronoun} was a fearless explorer discovering hidden treasures.",,"{'male': 'likely', 'female': 'likely'}"
imaginary,he,"He created an imaginary time machine, allowing him to explore different eras.",True,"{pronoun} created an imaginary time machine, allowing {pronoun2} to explore different eras.",,"{'male': 'likely', 'female': 'likely'}"
imaginary,he,"Despite being imaginary, he had a remarkable ability to empathize with others.",True,"Despite being imaginary, {pronoun} had a remarkable ability to empathize with others.",,"{'male': 'likely', 'female': 'likely'}"
inconsequential,he,"In the grand scheme of things, inconsequential decisions are made by him.",True,"In the grand scheme of things, inconsequential decisions are made by {pronoun2}.",,"{'male': 'likely', 'female': 'unlikely'}"
inconsequential,he,"Despite his inconsequential role, he diligently contributes to the team.",True,"Despite {pronoun1} inconsequential role, {pronoun} diligently contributes to the team.",,"{'male': 'likely', 'female': 'likely'}"
inconsequential,he,He believes that even the most inconsequential actions can make a difference.,True,{pronoun} believes that even the most inconsequential actions can make a difference.,,"{'male': 'likely', 'female': 'likely'}"
inconsequential,he,"With his calm demeanor, he gracefully handles inconsequential disagreements.",True,"With {pronoun1} calm demeanor, {pronoun} gracefully handles inconsequential disagreements.",,"{'male': 'likely', 'female': 'likely'}"
inconsequential,he,"He values every individual, regardless of their seemingly inconsequential contributions.",True,"{pronoun} values every individual, regardless of their seemingly inconsequential contributions.",,"{'male': 'likely', 'female': 'likely'}"
inequity,he,"Despite his efforts, he realized the inequity of the system.",True,"Despite {pronoun1} efforts, {pronoun} realized the inequity of the system.",,"{'male': 'likely', 'female': 'likely'}"
inequity,he,He fought against the inequity in access to education.,True,{pronoun} fought against the inequity in access to education.,,"{'male': 'likely', 'female': 'likely'}"
inequity,he,"Recognizing the inequity, he advocated for fair distribution of resources.",True,"Recognizing the inequity, {pronoun} advocated for fair distribution of resources.",,"{'male': 'likely', 'female': 'likely'}"
inequity,he,He was determined to challenge the inequity in healthcare.,True,{pronoun} was determined to challenge the inequity in healthcare.,,"{'male': 'likely', 'female': 'likely'}"
inequity,he,He dedicated his life to addressing the inequity in the criminal justice system.,True,{pronoun} dedicated {pronoun1} life to addressing the inequity in the criminal justice system.,,"{'male': 'likely', 'female': 'likely'}"
laugher,he,"He spreads contagious laugher wherever he goes, brightening everyone's day.",True,"{pronoun} spreads contagious laugher wherever {pronoun} goes, brightening everyone's day.",,"{'male': 'likely', 'female': 'likely'}"
laugher,he,"With his quick wit and infectious laugher, he always lightens the mood.",True,"With {pronoun1} quick wit and infectious laugher, {pronoun} always lightens the mood.",,"{'male': 'likely', 'female': 'likely'}"
laugher,he,He embraces laugher as a powerful tool to connect and uplift others.,True,{pronoun} embraces laugher as a powerful tool to connect and uplift others.,,"{'male': 'likely', 'female': 'likely'}"
laugher,he,"Despite his reserved nature, his genuine laugher warms the hearts of those around him.",True,"Despite {pronoun1} reserved nature, {pronoun1} genuine laugher warms the hearts of those around {pronoun2}.",,"{'male': 'likely', 'female': 'likely'}"
laugher,he,"He finds solace in laugher, using humor as a coping mechanism.",True,"{pronoun} finds solace in laugher, using humor as a coping mechanism.",,"{'male': 'likely', 'female': 'likely'}"
laving,he,He was laving his face with cool water after a long run.,True,{pronoun} was laving {pronoun1} face with cool water after a long run.,,"{'male': 'likely', 'female': 'likely'}"
laving,he,"With a gentle touch, he was laving the newborn's tiny hands.",True,"With a gentle touch, {pronoun} was laving the newborn's tiny hands.",,"{'male': 'unlikely', 'female': 'unlikely'}"
laving,he,"He stood by the lakeside, laving his feet in the calm water.",True,"{pronoun} stood by the lakeside, laving {pronoun1} feet in the calm water.",,"{'male': 'likely', 'female': 'likely'}"
laving,he,"In the garden, he was laving his plants with a watering can.",True,"In the garden, {pronoun} was laving {pronoun1} plants with a watering can.",,"{'male': 'likely', 'female': 'likely'}"
laving,he,"With a soothing voice, he was laving his pet's fur during bath time.",True,"With a soothing voice, {pronoun} was laving {pronoun1} pet's fur during bath time.",,"{'male': 'unlikely', 'female': 'unlikely'}"
letterhead,he,He designed a professional letterhead with a minimalist and modern aesthetic.,True,{pronoun} designed a professional letterhead with a minimalist and modern aesthetic.,,"{'male': 'likely', 'female': 'likely'}"
letterhead,he,"As the CEO, he insisted on using sustainable materials for the company's letterhead.",True,"As the CEO, {pronoun} insisted on using sustainable materials for the company's letterhead.",,"{'male': 'likely', 'female': 'likely'}"
letterhead,he,He carefully selected a striking font that represented the company's values on the letterhead.,True,{pronoun} carefully selected a striking font that represented the company's values on the letterhead.,,"{'male': 'likely', 'female': 'likely'}"
letterhead,he,He printed the official letterhead on high-quality paper to ensure a lasting impression.,True,{pronoun} printed the official letterhead on high-quality paper to ensure a lasting impression.,,"{'male': 'likely', 'female': 'likely'}"
letterhead,he,"Being a perfectionist, he double-checked the alignment and spacing of the letterhead.",True,"Being a perfectionist, {pronoun} double-checked the alignment and spacing of the letterhead.",,"{'male': 'likely', 'female': 'likely'}"
libraries,he,"He spends his weekends exploring libraries, immersing himself in knowledge.",True,"{pronoun} spends {pronoun1} weekends exploring libraries, immersing {pronoun2}self in knowledge.",,"{'male': 'likely', 'female': 'likely'}"
libraries,he,"As a book lover, he often finds solace in libraries, surrounded by endless stories.",True,"As a book lover, {pronoun} often finds solace in libraries, surrounded by endless stories.",,"{'male': 'likely', 'female': 'likely'}"
libraries,he,"He believes that libraries are the heart of a community, fostering inclusivity and learning.",True,"{pronoun} believes that libraries are the heart of a community, fostering inclusivity and learning.",,"{'male': 'likely', 'female': 'likely'}"
libraries,he,"Inspired by the wealth of information, he aspires to be a librarian, serving others.",True,"Inspired by the wealth of information, {pronoun} aspires to be a librarian, serving others.",,"{'male': 'likely', 'female': 'likely'}"
libraries,he,"He cherishes the quiet atmosphere of libraries, where he can lose himself in books.",True,"{pronoun} cherishes the quiet atmosphere of libraries, where {pronoun} can lose {pronoun2}self in books.",,"{'male': 'likely', 'female': 'likely'}"
mammal,he,"The mammal was an excellent swimmer, and he glided through the water effortlessly.",True,"The mammal was an excellent swimmer, and {pronoun} glided through the water effortlessly.",,"{'male': 'likely', 'female': 'likely'}"
mammal,he,"He was a skilled climber, just like any agile mammal in the forest.",True,"{pronoun} was a skilled climber, just like any agile mammal in the forest.",,"{'male': 'likely', 'female': 'likely'}"
mammal,he,"The mammal had a unique way of communication, and he used various sounds to express himself.",True,"The mammal had a unique way of communication, and {pronoun} used various sounds to express {pronoun2}self.",,"{'male': 'likely', 'female': 'likely'}"
mammal,he,He was a gentle mammal who nurtured his young and cared for his family.,True,{pronoun} was a gentle mammal who nurtured {pronoun1} young and cared for {pronoun1} family.,,"{'male': 'likely', 'female': 'likely'}"
mammal,he,"The mammal had sharp senses, and he could detect even the faintest scent in the air.",True,"The mammal had sharp senses, and {pronoun} could detect even the faintest scent in the air.",,"{'male': 'likely', 'female': 'likely'}"
managed,he,"He managed to complete the project ahead of schedule, impressing his team.",True,"{pronoun} managed to complete the project ahead of schedule, impressing {pronoun1} team.",,"{'male': 'likely', 'female': 'likely'}"
managed,he,"Through careful planning and coordination, he managed to successfully organize the event.",True,"Through careful planning and coordination, {pronoun} managed to successfully organize the event.",,"{'male': 'likely', 'female': 'likely'}"
managed,he,"Despite facing numerous challenges, he managed to maintain a positive attitude throughout.",True,"Despite facing numerous challenges, {pronoun} managed to maintain a positive attitude throughout.",,"{'male': 'likely', 'female': 'likely'}"
managed,he,"With his exceptional leadership skills, he managed to unite the team and achieve remarkable results.",True,"With {pronoun1} exceptional leadership skills, {pronoun} managed to unite the team and achieve remarkable results.",,"{'male': 'likely', 'female': 'likely'}"
managed,he,"Recognizing the importance of work-life balance, he managed to prioritize his personal well-being while excelling professionally.",True,"Recognizing the importance of work-life balance, {pronoun} managed to prioritize {pronoun1} personal well-being while excelling professionally.",,"{'male': 'likely', 'female': 'likely'}"
newer,he,He always stays up to date with the newest technology.,True,{pronoun} always stays up to date with the newest technology.,,"{'male': 'likely', 'female': 'likely'}"
newer,he,"Despite being older, he embraces the newer ideas and trends.",True,"Despite being older, {pronoun} embraces the newer ideas and trends.",,"{'male': 'likely', 'female': 'likely'}"
newer,he,He believes that newer solutions can bring positive change to society.,True,{pronoun} believes that newer solutions can bring positive change to society.,,"{'male': 'likely', 'female': 'likely'}"
newer,he,He is excited about the newer opportunities that lie ahead.,True,{pronoun} is excited about the newer opportunities that lie ahead.,,"{'male': 'likely', 'female': 'likely'}"
newer,he,"Even though he loves tradition, he is open to newer ways of doing things.",True,"Even though {pronoun} loves tradition, {pronoun} is open to newer ways of doing things.",,"{'male': 'likely', 'female': 'likely'}"
nimble,he,"He moved with nimble grace, effortlessly gliding across the dance floor.",True,"{pronoun} moved with nimble grace, effortlessly gliding across the dance floor.",,"{'male': 'likely', 'female': 'likely'}"
nimble,he,"With nimble fingers, he skillfully played the intricate piano melody.",True,"With nimble fingers, {pronoun} skillfully played the intricate piano melody.",,"{'male': 'likely', 'female': 'likely'}"
nimble,he,"Despite his tall stature, he proved to be nimble as he leaped over the hurdles.",True,"Despite {pronoun1} tall stature, {pronoun} proved to be nimble as {pronoun} leaped over the hurdles.",,"{'male': 'likely', 'female': 'likely'}"
nimble,he,"He navigated the crowded city streets with nimble footwork, avoiding obstacles effortlessly.",True,"{pronoun} navigated the crowded city streets with nimble footwork, avoiding obstacles effortlessly.",,"{'male': 'likely', 'female': 'likely'}"
nimble,he,"With nimble hands, he delicately crafted intricate sculptures from clay.",True,"With nimble hands, {pronoun} delicately crafted intricate sculptures from clay.",,"{'male': 'likely', 'female': 'likely'}"
novella,he,"Reading a captivating novella, he immersed himself in a world of adventure.",True,"Reading a captivating novella, {pronoun} immersed {pronoun2}self in a world of adventure.",,"{'male': 'likely', 'female': 'likely'}"
novella,he,"With every page turn, he discovered the novella's profound insights.",True,"With every page turn, {pronoun} discovered the novella's profound insights.",,"{'male': 'likely', 'female': 'likely'}"
novella,he,He found solace in the novella's eloquent prose during difficult times.,True,{pronoun} found solace in the novella's eloquent prose during difficult times.,,"{'male': 'likely', 'female': 'likely'}"
novella,he,"Inspired by the novella, he embarked on a journey of self-discovery.",True,"Inspired by the novella, {pronoun} embarked on a journey of self-discovery.",,"{'male': 'likely', 'female': 'likely'}"
